NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE
RPS7	null	RPS7	ribosomal protein S7	0.3089008
GTF2H1	null	GTF2H1	general transcription factor IIH, polypeptide 1, 62kDa	0.30886734
C6ORF136	null	C6ORF136	chromosome 6 open reading frame 136	0.30875477
SEC11L3	null	SEC11L3	SEC11-like 3 (S. cerevisiae)	0.3086966
LOC440925	null	LOC440925	-	0.30865982
LOC254312	null	LOC254312	-	0.3085821
MAGEB5	null	MAGEB5	melanoma antigen family B, 5	0.30844462
AVPR1B	null	AVPR1B	arginine vasopressin receptor 1B	0.30832562
PARG	null	PARG	poly (ADP-ribose) glycohydrolase	0.30802423
NFE2	null	NFE2	nuclear factor (erythroid-derived 2), 45kDa	0.3078446
LOC339874	null	LOC339874	-	0.30783156
LOC642926	null	null	null	0.30775154
HABP4	null	HABP4	hyaluronan binding protein 4	0.30775064
EDG3	null	EDG3	endothelial differentiation, sphingolipid G-protein-coupled receptor, 3	0.3077416
CLC	null	CLC	Charcot-Leyden crystal protein	0.3076202
LOC199899	null	LOC199899	-	0.30759427
SLC1A5	null	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	0.30755067
XRCC2	null	XRCC2	X-ray repair complementing defective repair in Chinese hamster cells 2	0.30749887
MRPL15	null	MRPL15	mitochondrial ribosomal protein L15	0.3074158
ZNF508	null	ZNF508	zinc finger protein 508	0.3072699
WDSUB1	null	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	0.30716747
BPY2 /// BPY2B /// B	null	null	null	0.3071599
HPCA	null	HPCA	hippocalcin	0.30714434
ZMYND11	null	ZMYND11	zinc finger, MYND domain containing 11	0.30713162
CALM3	null	CALM3	calmodulin 3 (phosphorylase kinase, delta)	0.3069195
LOC390595	null	LOC390595	-	0.306919
C22ORF24	null	C22ORF24	chromosome 22 open reading frame 24	0.3068827
C19ORF7	null	C19ORF7	chromosome 19 open reading frame 7	0.30685064
C11ORF49	null	C11ORF49	chromosome 11 open reading frame 49	0.30683073
ULBP1	null	ULBP1	UL16 binding protein 1	0.3067841
UBE2G2 /// TAX1BP3	null	null	null	0.30676278
B4GALT6	null	B4GALT6	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6	0.30656597
EEF2	null	EEF2	eukaryotic translation elongation factor 2	0.30640998
C7ORF43	null	C7ORF43	chromosome 7 open reading frame 43	0.3063026
GZMM	null	GZMM	granzyme M (lymphocyte met-ase 1)	0.3062566
UBE3C	null	UBE3C	ubiquitin protein ligase E3C	0.3059799
BCKDK	null	BCKDK	branched chain ketoacid dehydrogenase kinase	0.30595165
RPL32	null	RPL32	ribosomal protein L32	0.3059182
ST8SIA3	null	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	0.30543688
FLJ11125	null	FLJ11125	-	0.30527318
TCEB3C	null	TCEB3C	transcription elongation factor B polypeptide 3C (elongin A3)	0.30510086
C17ORF70	null	C17ORF70	chromosome 17 open reading frame 70	0.30503115
C3ORF47	null	C3ORF47	chromosome 3 open reading frame 47	0.30499277
DCK	null	DCK	deoxycytidine kinase	0.3048381
RBM15	null	RBM15	RNA binding motif protein 15	0.30482966
CMTM4	null	CMTM4	CKLF-like MARVEL transmembrane domain containing 4	0.30481374
LOC642930	null	null	null	0.3047711
C1ORF109	null	C1ORF109	chromosome 1 open reading frame 109	0.30466762
GNL1	null	GNL1	guanine nucleotide binding protein-like 1	0.30443123
RNU3IP2	null	RNU3IP2	RNA, U3 small nucleolar interacting protein 2	0.30440643
C6ORF103	null	C6ORF103	chromosome 6 open reading frame 103	0.3043778
ANKRD43	null	ANKRD43	ankyrin repeat domain 43	0.30437762
C16ORF63	null	C16ORF63	chromosome 16 open reading frame 63	0.30433664
TMEM142B	null	TMEM142B	transmembrane protein 142B	0.30425194
ZNF480	null	ZNF480	zinc finger protein 480	0.30405346
OR51B4	null	OR51B4	olfactory receptor, family 51, subfamily B, member 4	0.30400982
ATXN2L	null	ATXN2L	ataxin 2-like	0.30400774
RHBDD1	null	RHBDD1	rhomboid domain containing 1	0.30390516
TRPM1	null	TRPM1	transient receptor potential cation channel, subfamily M, member 1	0.30383867
C9ORF121	null	C9ORF121	chromosome 9 open reading frame 121	0.30369267
PSMA1	null	PSMA1	proteasome (prosome, macropain) subunit, alpha type, 1	0.30347764
SCYL1	null	SCYL1	SCY1-like 1 (S. cerevisiae)	0.30344856
LOC401052	null	LOC401052	-	0.3032381
TRIP4	null	TRIP4	thyroid hormone receptor interactor 4	0.3029316
MYL6	null	MYL6	myosin, light chain 6, alkali, smooth muscle and non-muscle	0.30280787
ATP6V1G3	null	ATP6V1G3	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G3	0.30275643
MRPL48	null	MRPL48	mitochondrial ribosomal protein L48	0.302713
OR5J2	null	OR5J2	olfactory receptor, family 5, subfamily J, member 2	0.30268312
HYLS1	null	HYLS1	hydrolethalus syndrome 1	0.30256313
ZNF331	null	ZNF331	zinc finger protein 331	0.30250177
TOR1B	null	TOR1B	torsin family 1, member B (torsin B)	0.30245182
BAK1 /// BCL2L7P1	null	null	null	0.3023628
GLI4	null	GLI4	GLI-Kruppel family member GLI4	0.30231032
NOL5A	null	NOL5A	nucleolar protein 5A (56kDa with KKE/D repeat)	0.3023096
TNFSF14	null	TNFSF14	tumor necrosis factor (ligand) superfamily, member 14	0.30230412
LOC400548	null	LOC400548	-	0.3021535
KRTAP1-3 /// LOC6443	null	null	null	0.30204782
FLJ10292	null	FLJ10292	-	0.3019345
KRT32	null	KRT32	keratin 32	0.30192733
LOC653604	null	null	null	0.30185944
DPP7	null	DPP7	dipeptidyl-peptidase 7	0.301824
KRT73	null	KRT73	keratin 73	0.30151796
USP48	null	USP48	ubiquitin specific peptidase 48	0.30140558
BCORL1	null	BCORL1	BCL6 co-repressor-like 1	0.30137455
PAIP1 /// LOC645139	null	null	null	0.30124763
SMG6	null	SMG6	Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)	0.3010594
MDH2	null	MDH2	malate dehydrogenase 2, NAD (mitochondrial)	0.30096018
LOC90393	null	LOC90393	-	0.30077094
FBXO45	null	FBXO45	F-box protein 45	0.3006752
CRTC3	null	CRTC3	CREB regulated transcription coactivator 3	0.3005066
ZCCHC13	null	ZCCHC13	zinc finger, CCHC domain containing 13	0.30043128
KIAA2013	null	KIAA2013	KIAA2013	0.30040106
UCN3	null	UCN3	urocortin 3 (stresscopin)	0.30038503
GMNN	null	GMNN	geminin, DNA replication inhibitor	0.30028397
TMEM33	null	TMEM33	transmembrane protein 33	0.30017218
MIR16	null	MIR16	-	0.30013666
POLR1A	null	POLR1A	polymerase (RNA) I polypeptide A, 194kDa	0.3001243
LOC441212	null	LOC441212	-	0.30008936
DULLARD	null	DULLARD	dullard homolog (Xenopus laevis)	0.29999867
DNMT3L	null	DNMT3L	DNA (cytosine-5-)-methyltransferase 3-like	0.2999561
A4GALT	null	A4GALT	alpha 1,4-galactosyltransferase (globotriaosylceramide synthase)	0.29994756
FETUB	null	FETUB	fetuin B	0.29977065
PNKP	null	PNKP	polynucleotide kinase 3'-phosphatase	0.29973936
CHST10	null	CHST10	carbohydrate sulfotransferase 10	0.2996928
MGC4562	null	MGC4562	-	0.2996358
LOC651319	null	null	null	0.29952276
ZDHHC3	null	ZDHHC3	zinc finger, DHHC-type containing 3	0.2992377
C11ORF40	null	C11ORF40	chromosome 11 open reading frame 40	0.29920703
LOC653117	null	LOC653117	-	0.2991218
PMP2	null	PMP2	peripheral myelin protein 2	0.299071
THEG	null	THEG	Theg homolog (mouse)	0.29904914
COMMD2	null	COMMD2	COMM domain containing 2	0.2988946
FMNL3	null	FMNL3	formin-like 3	0.29866928
UBADC1	null	UBADC1	ubiquitin associated domain containing 1	0.29866874
TSR2	null	TSR2	TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)	0.2986382
FOXN1	null	FOXN1	forkhead box N1	0.29860222
DHX15	null	DHX15	DEAH (Asp-Glu-Ala-His) box polypeptide 15	0.29847383
ALG8	null	ALG8	asparagine-linked glycosylation 8 homolog (S. cerevisiae, alpha-1,3-glucosyltransferase)	0.29845986
APEX2	null	APEX2	APEX nuclease (apurinic/apyrimidinic endonuclease) 2	0.298354
MGC4771	null	MGC4771	-	0.29822946
OTUD7B	null	OTUD7B	OTU domain containing 7B	0.29794264
RIC8B	null	RIC8B	resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)	0.29781657
RBM25	null	RBM25	RNA binding motif protein 25	0.29762274
TAF6	null	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	0.29733196
LOC284948	null	null	null	0.29732937
UBE2J1	null	UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	0.29726422
KIAA1324L	null	KIAA1324L	KIAA1324-like	0.29725835
PES1	null	PES1	pescadillo homolog 1, containing BRCT domain (zebrafish)	0.29713807
SLC25A20	null	SLC25A20	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20	0.29710096
F13A1	null	F13A1	coagulation factor XIII, A1 polypeptide	0.29693627
DYM	null	DYM	dymeclin	0.29631847
C2ORF24	null	C2ORF24	chromosome 2 open reading frame 24	0.2961536
PELO	null	PELO	pelota homolog (Drosophila)	0.2961534
DMC1	null	DMC1	DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)	0.29615018
MPP5	null	MPP5	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)	0.29605794
C14ORF93	null	C14ORF93	chromosome 14 open reading frame 93	0.29605454
LOC440104	null	LOC440104	-	0.29604408
HBG1 /// HBG2	null	null	null	0.2958501
LOC91661	null	null	null	0.2957915
SPEN	null	SPEN	spen homolog, transcriptional regulator (Drosophila)	0.2957214
LOC143286	null	LOC143286	-	0.2955978
DHRS13	null	DHRS13	dehydrogenase/reductase (SDR family) member 13	0.29558218
C11ORF2	null	C11ORF2	chromosome 11 open reading frame2	0.29547483
RAD9B	null	RAD9B	RAD9 homolog B (S. cerevisiae)	0.29523787
MUC12	null	MUC12	mucin 12, cell surface associated	0.2952224
ACF	null	ACF	-	0.2951106
C1ORF37	null	C1ORF37	chromosome 1 open reading frame 37	0.2949124
SPTA1	null	SPTA1	spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	0.29479066
C12ORF47	null	C12ORF47	chromosome 12 open reading frame 47	0.29468396
MAPK8IP1	null	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	0.2945543
MGST1	null	MGST1	microsomal glutathione S-transferase 1	0.29455003
RARS	null	RARS	arginyl-tRNA synthetase	0.29450423
TMEM147	null	TMEM147	transmembrane protein 147	0.29444584
LOC441031	null	null	null	0.29437447
DVL2	null	DVL2	dishevelled, dsh homolog 2 (Drosophila)	0.29435486
ZNF252	null	ZNF252	zinc finger protein 252	0.29416564
SESN2	null	SESN2	sestrin 2	0.29416224
MAD2L2	null	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)	0.29373306
CABLES1	null	CABLES1	Cdk5 and Abl enzyme substrate 1	0.29371902
PIK3CB	null	PIK3CB	phosphoinositide-3-kinase, catalytic, beta polypeptide	0.29344535
STK11	null	STK11	serine/threonine kinase 11	0.29338536
RAB12	null	RAB12	RAB12, member RAS oncogene family	0.29331413
SNRP70	null	SNRP70	small nuclear ribonucleoprotein 70kDa polypeptide (RNP antigen)	0.2932988
KRT33B	null	KRT33B	keratin 33B	0.2932648
CUZD1	null	CUZD1	CUB and zona pellucida-like domains 1	0.29322767
P2RY8	null	P2RY8	purinergic receptor P2Y, G-protein coupled, 8	0.29313982
EML4	null	EML4	echinoderm microtubule associated protein like 4	0.2927354
C8G	null	C8G	complement component 8, gamma polypeptide	0.29270965
C3ORF33	null	C3ORF33	chromosome 3 open reading frame 33	0.29268512
IL28A /// IL28B	null	null	null	0.29255167
LOC400960	null	LOC400960	-	0.29243377
PPP1R12B	null	PPP1R12B	protein phosphatase 1, regulatory (inhibitor) subunit 12B	0.29243255
OR1A2	null	OR1A2	olfactory receptor, family 1, subfamily A, member 2	0.2923813
FLJ32951	null	null	null	0.29237673
LOC375010	null	LOC375010	-	0.29235014
POLA1	null	POLA1	polymerase (DNA directed), alpha 1	0.29232615
UBE2W	null	UBE2W	ubiquitin-conjugating enzyme E2W (putative)	0.29227817
TNFRSF13B	null	TNFRSF13B	tumor necrosis factor receptor superfamily, member 13B	0.29218683
LOC202460	null	LOC202460	-	0.29213873
ATP6V1D	null	ATP6V1D	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D	0.2920567
FLCN	null	FLCN	folliculin	0.29197893
NOS2A	null	NOS2A	nitric oxide synthase 2A (inducible, hepatocytes)	0.2919477
DBI	null	DBI	diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)	0.29194278
FLJ30679	null	FLJ30679	-	0.29189575
FLJ40243	null	FLJ40243	-	0.29183817
FCGR3A /// FCGR3B	null	null	null	0.29159302
C9ORF107	null	C9ORF107	chromosome 9 open reading frame 107	0.2915408
PSMC3IP	null	PSMC3IP	PSMC3 interacting protein	0.291514
UXT	null	UXT	ubiquitously-expressed transcript	0.29139605
LTBR	null	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)	0.29137143
DPF1	null	DPF1	D4, zinc and double PHD fingers family 1	0.29103145
LOC646725 /// LOC649	null	null	null	0.2909942
RPL24 /// SLC36A2	null	null	null	0.2909414
KRTAP3-3 /// LOC6444	null	null	null	0.29076144
TMPRSS11D	null	TMPRSS11D	transmembrane protease, serine 11D	0.29076084
C10ORF58	null	C10ORF58	chromosome 10 open reading frame 58	0.29075426
TAAR3	null	TAAR3	trace amine associated receptor 3	0.29074815
FMN1	null	FMN1	formin 1	0.29052773
LRFN5	null	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	0.2904541
MSTP9	null	MSTP9	macrophage stimulating, pseudogene 9	0.29039225
LOC644298	null	null	null	0.29026213
FIBP	null	FIBP	fibroblast growth factor (acidic) intracellular binding protein	0.29016915
PODN	null	PODN	podocan	0.29013422
TMEM161A	null	TMEM161A	transmembrane protein 161A	0.29008842
NPM1	null	NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	0.289999
RGS12	null	RGS12	regulator of G-protein signalling 12	0.28987134
DDX25	null	DDX25	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25	0.28984967
C9ORF50	null	C9ORF50	chromosome 9 open reading frame 50	0.28970903
ANKRD44	null	ANKRD44	ankyrin repeat domain 44	0.28967008
HERC2	null	HERC2	hect domain and RLD 2	0.28958225
DNAJB12	null	DNAJB12	DnaJ (Hsp40) homolog, subfamily B, member 12	0.28946754
MXI1	null	MXI1	MAX interactor 1	0.28934774
MMP15	null	MMP15	matrix metallopeptidase 15 (membrane-inserted)	0.28917685
EVPL	null	EVPL	envoplakin	0.28914598
TEX101	null	TEX101	testis expressed sequence 101	0.28895193
VSIG4	null	VSIG4	V-set and immunoglobulin domain containing 4	0.28891024
TAS2R40	null	TAS2R40	taste receptor, type 2, member 40	0.28873536
PDIA2	null	PDIA2	protein disulfide isomerase family A, member 2	0.28865853
PRDX6	null	PRDX6	peroxiredoxin 6	0.28849763
KIAA0409	null	KIAA0409	KIAA0409	0.28831533
ANKRD13D	null	ANKRD13D	ankyrin repeat domain 13 family, member D	0.28831053
ARL6IP4	null	ARL6IP4	ADP-ribosylation-like factor 6 interacting protein 4	0.2881026
LOC283585	null	LOC283585	-	0.28777307
WDR40B	null	WDR40B	WD repeat domain 40B	0.2876222
KLHL12	null	KLHL12	kelch-like 12 (Drosophila)	0.28745407
LOC402665	null	LOC402665	-	0.28735915
BAZ1B	null	BAZ1B	bromodomain adjacent to zinc finger domain, 1B	0.28735512
LOC338653	null	LOC338653	-	0.28727332
USP14	null	USP14	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)	0.28720766
MRPL33	null	MRPL33	mitochondrial ribosomal protein L33	0.2871913
AGGF1	null	AGGF1	angiogenic factor with G patch and FHA domains 1	0.28687075
TRIM56	null	TRIM56	tripartite motif-containing 56	0.28684318
SS18	null	SS18	synovial sarcoma translocation, chromosome 18	0.2868024
SPFH1	null	SPFH1	SPFH domain family, member 1	0.28664234
C17ORF57	null	C17ORF57	chromosome 17 open reading frame 57	0.28657734
C7	null	C7	complement component 7	0.28652847
RHOQ /// LOC284988	null	null	null	0.28629565
LOC653397	null	null	null	0.28611797
PTBP1	null	PTBP1	polypyrimidine tract binding protein 1	0.28595945
DJ1033E15.1	null	DJ1033E15.1	-	0.28594536
OR2C3	null	OR2C3	olfactory receptor, family 2, subfamily C, member 3	0.2858938
LILRB1 /// LILRA1	null	null	null	0.2856325
VPREB1	null	VPREB1	pre-B lymphocyte gene 1	0.2854782
KCMF1	null	KCMF1	potassium channel modulatory factor 1	0.28546715
APTX	null	APTX	aprataxin	0.2854625
FLJ40298	null	FLJ40298	-	0.28529793
PLAC8L1	null	PLAC8L1	PLAC8-like 1	0.28524587
TLK1	null	TLK1	tousled-like kinase 1	0.2852097
CAPZA3	null	CAPZA3	capping protein (actin filament) muscle Z-line, alpha 3	0.28518826
KIF18A	null	KIF18A	kinesin family member 18A	0.28491446
ITGAX	null	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)	0.2848446
TCTEX1D1	null	TCTEX1D1	Tctex1 domain containing 1	0.28477
TRA@ /// TRDV2 /// T	null	null	null	0.28460956
HIST1H4A	null	HIST1H4A	histone cluster 1, H4a	0.28440565
CDK2AP1	null	CDK2AP1	CDK2-associated protein 1	0.2844046
GYPB /// GYPE	null	null	null	0.28435656
RP13-401N8.2	null	RP13-401N8.2	-	0.28429246
WASF3	null	WASF3	WAS protein family, member 3	0.28428972
HARSL	null	HARSL	histidyl-tRNA synthetase-like	0.2842829
SCG3	null	SCG3	secretogranin III	0.28425524
C1ORF174	null	C1ORF174	chromosome 1 open reading frame 174	0.28418317
LOC646484	null	LOC646484	-	0.28412485
GLB1	null	GLB1	galactosidase, beta 1	0.28408942
SLN	null	SLN	sarcolipin	0.283918
ASB11	null	ASB11	ankyrin repeat and SOCS box-containing 11	0.28389287
RAB4B	null	RAB4B	RAB4B, member RAS oncogene family	0.28354213
TEF	null	TEF	thyrotrophic embryonic factor	0.28353173
WDR3	null	WDR3	WD repeat domain 3	0.2834331
BIRC1 /// LOC653371	null	null	null	0.28330556
SPARCL1	null	SPARCL1	SPARC-like 1 (mast9, hevin)	0.28299975
RPL6	null	RPL6	ribosomal protein L6	0.28285244
SLC7A3	null	SLC7A3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	0.28283352
PIM3	null	PIM3	pim-3 oncogene	0.28269616
TMBIM4	null	TMBIM4	transmembrane BAX inhibitor motif containing 4	0.28259477
COX8A	null	COX8A	cytochrome c oxidase subunit 8A (ubiquitous)	0.282203
C10ORF97	null	C10ORF97	chromosome 10 open reading frame 97	0.28219047
SCRN3	null	SCRN3	secernin 3	0.28209707
CCNT1	null	CCNT1	cyclin T1	0.28205755
PUSL1	null	PUSL1	pseudouridylate synthase-like 1	0.28199944
KIAA0859	null	KIAA0859	KIAA0859	0.28186226
NDUFB6	null	NDUFB6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa	0.28127316
E2F2	null	E2F2	E2F transcription factor 2	0.2812697
PPP2R1A	null	PPP2R1A	protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform	0.28121224
PARP8	null	PARP8	poly (ADP-ribose) polymerase family, member 8	0.2808505
IQCF2	null	IQCF2	IQ motif containing F2	0.28072178
SLC39A5	null	SLC39A5	solute carrier family 39 (metal ion transporter), member 5	0.28069907
LOC643085	null	LOC643085	-	0.28062648
PDE6H	null	PDE6H	phosphodiesterase 6H, cGMP-specific, cone, gamma	0.28044504
C10ORF108	null	C10ORF108	chromosome 10 open reading frame 108	0.2803087
PAPD1	null	PAPD1	PAP associated domain containing 1	0.28029677
SH3GLB2	null	SH3GLB2	SH3-domain GRB2-like endophilin B2	0.2802098
MAP1LC3B	null	MAP1LC3B	microtubule-associated protein 1 light chain 3 beta	0.28015357
ZNF32	null	ZNF32	zinc finger protein 32	0.27999982
DUX5 /// DUX3 /// DU	null	null	null	0.27996445
KIF1C	null	KIF1C	kinesin family member 1C	0.27994493
DZIP3	null	DZIP3	-	0.2798098
ZMYND19	null	ZMYND19	zinc finger, MYND-type containing 19	0.27974337
MCL1	null	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)	0.2796899
LOC284688	null	LOC284688	-	0.27968493
HERV-FRD	null	HERV-FRD	-	0.27959564
HNRPDL	null	HNRPDL	heterogeneous nuclear ribonucleoprotein D-like	0.27933007
LOC642698	null	null	null	0.27930504
UBE2L3	null	UBE2L3	ubiquitin-conjugating enzyme E2L 3	0.2791833
FLJ25328	null	FLJ25328	-	0.27916172
TP53RK	null	TP53RK	TP53 regulating kinase	0.27908373
GP1BA	null	GP1BA	glycoprotein Ib (platelet), alpha polypeptide	0.27907702
PATE	null	PATE	-	0.27904373
CRSP9	null	CRSP9	cofactor required for Sp1 transcriptional activation, subunit 9, 33kDa	0.278794
TIMM8B	null	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast)	0.2784135
PEX26	null	PEX26	peroxisome biogenesis factor 26	0.27838418
KLRC4 /// KLRK1	null	null	null	0.27837563
WFDC9	null	WFDC9	WAP four-disulfide core domain 9	0.278222
LOC554247	null	LOC554247	-	0.27812484
FLJ25222	null	FLJ25222	-	0.2780346
BZW2	null	BZW2	basic leucine zipper and W2 domains 2	0.2779328
CDKL3	null	CDKL3	cyclin-dependent kinase-like 3	0.27771398
MNDA	null	MNDA	myeloid cell nuclear differentiation antigen	0.27768105
MRPL32	null	MRPL32	mitochondrial ribosomal protein L32	0.27764985
EME1	null	EME1	essential meiotic endonuclease 1 homolog 1 (S. pombe)	0.277255
BRCC3	null	BRCC3	BRCA1/BRCA2-containing complex, subunit 3	0.2772134
TUBA8	null	TUBA8	tubulin, alpha 8	0.27720597
CCDC116	null	CCDC116	coiled-coil domain containing 116	0.2771825
GNB2L1	null	GNB2L1	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	0.2771603
LOC155036	null	LOC155036	-	0.27706745
ATG5	null	ATG5	ATG5 autophagy related 5 homolog (S. cerevisiae)	0.27697906
LOC283953	null	LOC283953	-	0.27687055
NHEJ1	null	NHEJ1	nonhomologous end-joining factor 1	0.2768561
LOC158257	null	LOC158257	-	0.27674228
MYST2	null	MYST2	MYST histone acetyltransferase 2	0.27663663
TTC23	null	TTC23	tetratricopeptide repeat domain 23	0.27662358
LOC160313	null	LOC160313	-	0.2764843
LMO1	null	LMO1	LIM domain only 1 (rhombotin 1)	0.27635184
CSH1 /// CSH2 /// CS	null	null	null	0.27634442
NAGK	null	NAGK	N-acetylglucosamine kinase	0.27633426
TTLL2	null	TTLL2	tubulin tyrosine ligase-like family, member 2	0.27614027
KPNA1	null	KPNA1	karyopherin alpha 1 (importin alpha 5)	0.27605236
DYRK1B	null	DYRK1B	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	0.27603546
LTBP3	null	LTBP3	latent transforming growth factor beta binding protein 3	0.2757565
BRAP	null	BRAP	BRCA1 associated protein	0.2756982
C15ORF2	null	C15ORF2	chromosome 15 open reading frame 2	0.27562416
ZNF286 /// MGC51025	null	null	null	0.27561924
IL17F	null	IL17F	interleukin 17F	0.27544165
DNAJC1	null	DNAJC1	DnaJ (Hsp40) homolog, subfamily C, member 1	0.27540067
FLJ43806	null	FLJ43806	-	0.2753714
RLN3	null	RLN3	relaxin 3	0.27535492
TOP3A	null	TOP3A	topoisomerase (DNA) III alpha	0.27531675
KLHL26	null	KLHL26	kelch-like 26 (Drosophila)	0.27514687
LOC121006	null	LOC121006	-	0.27511302
LOC153811	null	LOC153811	-	0.27502567
SP1	null	SP1	Sp1 transcription factor	0.2749426
HDLBP	null	HDLBP	high density lipoprotein binding protein (vigilin)	0.2749349
PTMA /// LOC643287	null	null	null	0.2749271
DRG1	null	DRG1	developmentally regulated GTP binding protein 1	0.27481866
TFPT	null	TFPT	TCF3 (E2A) fusion partner (in childhood Leukemia)	0.27475518
ARMC6	null	ARMC6	armadillo repeat containing 6	0.2747342
SYBL1	null	SYBL1	synaptobrevin-like 1	0.27471662
TSC2	null	TSC2	tuberous sclerosis 2	0.274682
GPR172A	null	GPR172A	G protein-coupled receptor 172A	0.27435088
PRAP1	null	PRAP1	proline-rich acidic protein 1	0.2742616
TCF3	null	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	0.2742208
CNFN	null	CNFN	cornifelin	0.27418372
CUL3	null	CUL3	cullin 3	0.2741658
GALE	null	GALE	UDP-galactose-4-epimerase	0.2741039
FLJ26850	null	FLJ26850	-	0.27398837
LOC646089	null	null	null	0.27394766
XAGE3	null	XAGE3	X antigen family, member 3	0.27372456
CD8B	null	CD8B	CD8b molecule	0.27368727
LOC647294 /// LOC652	null	null	null	0.27362928
MGC23284	null	MGC23284	-	0.27354842
STRAP	null	STRAP	serine/threonine kinase receptor associated protein	0.27316654
AFMID	null	AFMID	arylformamidase	0.2731105
LYZ	null	LYZ	lysozyme (renal amyloidosis)	0.2730485
TTC1	null	TTC1	tetratricopeptide repeat domain 1	0.27299353
MFSD7	null	MFSD7	major facilitator superfamily domain containing 7	0.2728606
SLA2	null	SLA2	Src-like-adaptor 2	0.27281982
PRKCE	null	PRKCE	protein kinase C, epsilon	0.27278653
LOC644846	null	null	null	0.27274624
SH3BGRL2	null	SH3BGRL2	SH3 domain binding glutamic acid-rich protein like 2	0.27268618
PRAC	null	PRAC	-	0.2726583
RARG	null	RARG	retinoic acid receptor, gamma	0.27265716
COCH	null	COCH	coagulation factor C homolog, cochlin (Limulus polyphemus)	0.27258822
LOC652067	null	null	null	0.27225372
NPY2R	null	NPY2R	neuropeptide Y receptor Y2	0.27217832
KIAA1957	null	KIAA1957	KIAA1957	0.27175397
C17ORF73	null	C17ORF73	chromosome 17 open reading frame 73	0.27166563
RPL17	null	RPL17	ribosomal protein L17	0.27152476
SIDT2	null	SIDT2	SID1 transmembrane family, member 2	0.2715235
TAF6L	null	TAF6L	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	0.2714776
FLJ37538	null	FLJ37538	-	0.27132535
MINK1	null	MINK1	misshapen-like kinase 1 (zebrafish)	0.27119142
SR-A1	null	SR-A1	-	0.27104998
LOC644985	null	null	null	0.27088222
HSHUR7SEQ	null	HSHUR7SEQ	-	0.2708371
SC4MOL	null	SC4MOL	sterol-C4-methyl oxidase-like	0.2708191
HK3	null	HK3	hexokinase 3 (white cell)	0.2706004
RPL17 /// LOC642250	null	null	null	0.27031615
FLJ39378	null	FLJ39378	-	0.27022073
ISG20L2	null	ISG20L2	interferon stimulated exonuclease gene 20kDa-like 2	0.2699138
MOSC2	null	MOSC2	MOCO sulphurase C-terminal domain containing 2	0.26989764
TMEM23	null	TMEM23	transmembrane protein 23	0.26989087
C11ORF58	null	C11ORF58	chromosome 11 open reading frame 58	0.26976427
LOC201725	null	LOC201725	-	0.2697012
CYP7A1	null	CYP7A1	cytochrome P450, family 7, subfamily A, polypeptide 1	0.2694201
KIF1A	null	KIF1A	kinesin family member 1A	0.2693482
PCM1	null	PCM1	pericentriolar material 1	0.26932424
RPL9	null	RPL9	ribosomal protein L9	0.26932207
MMP17	null	MMP17	matrix metallopeptidase 17 (membrane-inserted)	0.2691569
FRMD1	null	FRMD1	FERM domain containing 1	0.26894766
NOLA1	null	NOLA1	nucleolar protein family A, member 1 (H/ACA small nucleolar RNPs)	0.2683055
