NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE
SNORA37	null	SNORA37	small nucleolar RNA, H/ACA box 37	0.72982055
CASP3	null	CASP3	caspase 3, apoptosis-related cysteine peptidase	0.7296926
CLPP	null	CLPP	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)	0.7294195
LRRC25	null	LRRC25	leucine rich repeat containing 25	0.72933245
PQBP1	null	PQBP1	polyglutamine binding protein 1	0.7292682
RHBDF1	null	RHBDF1	rhomboid 5 homolog 1 (Drosophila)	0.7290357
ANP32C	null	ANP32C	acidic (leucine-rich) nuclear phosphoprotein 32 family, member C	0.72892296
WDSUB1	null	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	0.7289009
FBXO3	null	FBXO3	F-box protein 3	0.72874624
DDX24	null	DDX24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	0.7287195
CHML	null	CHML	choroideremia-like (Rab escort protein 2)	0.72870475
NPM3	null	NPM3	nucleophosmin/nucleoplasmin, 3	0.7285099
LOC162993	null	LOC162993	-	0.7283969
CTRB1 /// CTRB2 ///	null	null	null	0.7282328
TLX1	null	TLX1	T-cell leukemia homeobox 1	0.7279212
PRKRIR	null	PRKRIR	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	0.72739285
TSHR	null	TSHR	thyroid stimulating hormone receptor	0.7271558
GLRX2	null	GLRX2	glutaredoxin 2	0.72715
CRKL	null	CRKL	v-crk sarcoma virus CT10 oncogene homolog (avian)-like	0.72706753
PIGZ	null	PIGZ	phosphatidylinositol glycan anchor biosynthesis, class Z	0.7269212
PPIE	null	PPIE	peptidylprolyl isomerase E (cyclophilin E)	0.7267007
LOC642705	null	null	null	0.7260457
CRADD	null	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	0.72597116
TMOD3	null	TMOD3	tropomodulin 3 (ubiquitous)	0.72515744
C16ORF72	null	C16ORF72	chromosome 16 open reading frame 72	0.7250342
DDX5	null	DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	0.72501343
RFC3	null	RFC3	replication factor C (activator 1) 3, 38kDa	0.72481835
KIAA1815	null	KIAA1815	KIAA1815	0.7246371
DDX49	null	DDX49	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	0.72428876
RNF138	null	RNF138	ring finger protein 138	0.7239036
LOC653182	null	null	null	0.7233076
FAM3D	null	FAM3D	family with sequence similarity 3, member D	0.72310066
HSF4	null	HSF4	heat shock transcription factor 4	0.72305983
DCK	null	DCK	deoxycytidine kinase	0.72271436
FLJ39822	null	FLJ39822	-	0.7226212
HADH2	null	HADH2	hydroxyacyl-Coenzyme A dehydrogenase, type II	0.7225794
ARID5A	null	ARID5A	AT rich interactive domain 5A (MRF1-like)	0.72225344
RNF43	null	RNF43	ring finger protein 43	0.7221807
AQP3	null	AQP3	aquaporin 3 (Gill blood group)	0.72210073
RPE	null	RPE	ribulose-5-phosphate-3-epimerase	0.72196513
TAS2R5	null	TAS2R5	taste receptor, type 2, member 5	0.72146434
FBXO21	null	FBXO21	F-box protein 21	0.7210525
LOC643326	null	null	null	0.7208602
CXORF18	null	CXORF18	chromosome X open reading frame 18	0.7207583
LOC201164	null	LOC201164	-	0.7207403
C1ORF80	null	C1ORF80	chromosome 1 open reading frame 80	0.72063553
BATF2	null	BATF2	basic leucine zipper transcription factor, ATF-like 2	0.7204202
WDR23	null	WDR23	WD repeat domain 23	0.7200964
DKFZP686O1327	null	DKFZP686O1327	-	0.71999675
CHMP2B	null	CHMP2B	chromatin modifying protein 2B	0.7197383
LOC643542	null	LOC643542	-	0.7196168
LOC644710	null	null	null	0.71943015
GABRQ	null	GABRQ	gamma-aminobutyric acid (GABA) receptor, theta	0.7194192
DERL3	null	DERL3	Der1-like domain family, member 3	0.71939725
FLJ32745	null	FLJ32745	-	0.71936554
LOC202781	null	LOC202781	-	0.7185091
C14ORF108	null	C14ORF108	chromosome 14 open reading frame 108	0.71823865
LOC652837	null	LOC652837	-	0.71821034
LOC51333	null	null	null	0.71793824
SMARCAL1	null	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	0.717871
CETN3	null	CETN3	centrin, EF-hand protein, 3 (CDC31 homolog, yeast)	0.71750087
PLAC4	null	PLAC4	placenta-specific 4	0.71705765
AMBP	null	AMBP	alpha-1-microglobulin/bikunin precursor	0.71689856
ASF1B	null	ASF1B	ASF1 anti-silencing function 1 homolog B (S. cerevisiae)	0.71687955
NOTCH3	null	NOTCH3	Notch homolog 3 (Drosophila)	0.71686226
OBFC1	null	OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1	0.7160979
MGC46496	null	MGC46496	-	0.7160564
MGC26647	null	MGC26647	-	0.7150764
C13ORF1	null	C13ORF1	chromosome 13 open reading frame 1	0.7150294
ARL6IP6	null	ARL6IP6	ADP-ribosylation-like factor 6 interacting protein 6	0.71502584
BTNL8 /// LOC653117	null	null	null	0.71493196
SPCS2	null	SPCS2	signal peptidase complex subunit 2 homolog (S. cerevisiae)	0.714819
C15ORF44	null	C15ORF44	chromosome 15 open reading frame 44	0.7145565
LOC150383	null	LOC150383	-	0.7142863
LOC285346	null	LOC285346	-	0.7142487
IFNA10	null	IFNA10	interferon, alpha 10	0.71413016
TRAF4	null	TRAF4	TNF receptor-associated factor 4	0.71405226
ACBD3	null	ACBD3	acyl-Coenzyme A binding domain containing 3	0.71401536
C8ORF22	null	C8ORF22	chromosome 8 open reading frame 22	0.71385914
SOX21	null	SOX21	SRY (sex determining region Y)-box 21	0.71307683
FBXO16	null	FBXO16	F-box protein 16	0.71287763
TAS2R13	null	TAS2R13	taste receptor, type 2, member 13	0.7124511
RNF123	null	RNF123	ring finger protein 123	0.71243155
PI4K2B	null	PI4K2B	phosphatidylinositol 4-kinase type 2 beta	0.71208954
CD24	null	CD24	CD24 molecule	0.711813
PPP2R4	null	PPP2R4	protein phosphatase 2A, regulatory subunit B' (PR 53)	0.71164864
C6ORF64	null	C6ORF64	chromosome 6 open reading frame 64	0.7115157
MTF1	null	MTF1	metal-regulatory transcription factor 1	0.7114683
ABCB5	null	ABCB5	ATP-binding cassette, sub-family B (MDR/TAP), member 5	0.71114683
INSM2	null	INSM2	insulinoma-associated 2	0.71103615
THOC6	null	THOC6	THO complex 6 homolog (Drosophila)	0.7108465
COPS2	null	COPS2	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)	0.71042734
LOC645401	null	null	null	0.7104043
INTS3	null	INTS3	integrator complex subunit 3	0.71029335
SLFN5	null	SLFN5	schlafen family member 5	0.71012634
RBM34	null	RBM34	RNA binding motif protein 34	0.7100838
LOC221143	null	LOC221143	-	0.70999146
CLK2	null	CLK2	CDC-like kinase 2	0.70942944
PCMT1	null	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	0.70928186
BAHCC1	null	BAHCC1	BAH domain and coiled-coil containing 1	0.70927674
LACTB	null	LACTB	lactamase, beta	0.7091258
POLB	null	POLB	polymerase (DNA directed), beta	0.7087371
LOC441528 /// LOC644	null	null	null	0.7087191
IL27	null	IL27	interleukin 27	0.70861787
TULP3	null	TULP3	tubby like protein 3	0.70855266
HMGN3	null	HMGN3	high mobility group nucleosomal binding domain 3	0.70845497
NSUN4	null	NSUN4	NOL1/NOP2/Sun domain family, member 4	0.70832443
GLRX5	null	GLRX5	glutaredoxin 5 homolog (S. cerevisiae)	0.70831656
PLXNB3	null	PLXNB3	plexin B3	0.7081191
FAM19A1	null	FAM19A1	family with sequence similarity 19 (chemokine (C-C motif)-like), member A1	0.7080877
ZNF567	null	ZNF567	zinc finger protein 567	0.70788395
HNRPA3P1	null	HNRPA3P1	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1	0.7076734
RCBTB2	null	RCBTB2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	0.70757246
CYP4Z1	null	CYP4Z1	cytochrome P450, family 4, subfamily Z, polypeptide 1	0.707539
DPF3	null	DPF3	D4, zinc and double PHD fingers, family 3	0.70720834
SUV39H1	null	SUV39H1	suppressor of variegation 3-9 homolog 1 (Drosophila)	0.70687324
LOC652900	null	LOC652900	-	0.70657307
COMMD1	null	COMMD1	copper metabolism (Murr1) domain containing 1	0.70646465
POMT1	null	POMT1	protein-O-mannosyltransferase 1	0.70627207
RAD54B	null	RAD54B	RAD54 homolog B (S. cerevisiae)	0.706099
FUT11	null	FUT11	fucosyltransferase 11 (alpha (1,3) fucosyltransferase)	0.70598453
TTC21A	null	TTC21A	tetratricopeptide repeat domain 21A	0.70540315
LOC253724	null	LOC253724	-	0.70479643
LOC153364	null	LOC153364	-	0.7047678
OBSCN	null	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	0.7045527
WDR89	null	WDR89	WD repeat domain 89	0.7044763
DKFZP781N1041	null	DKFZP781N1041	-	0.7044395
RAD9A	null	RAD9A	RAD9 homolog A (S. pombe)	0.7043454
PRPSAP2	null	PRPSAP2	phosphoribosyl pyrophosphate synthetase-associated protein 2	0.70414037
TJP3	null	TJP3	tight junction protein 3 (zona occludens 3)	0.7040506
ZNF540	null	ZNF540	zinc finger protein 540	0.7038836
NR1I3	null	NR1I3	nuclear receptor subfamily 1, group I, member 3	0.70387393
SPATS2	null	SPATS2	spermatogenesis associated, serine-rich 2	0.7036116
ZC3H13	null	ZC3H13	zinc finger CCCH-type containing 13	0.7036035
ZNF7	null	ZNF7	zinc finger protein 7	0.70336026
NALP9	null	NALP9	NACHT, leucine rich repeat and PYD containing 9	0.70319456
USH2A	null	USH2A	Usher syndrome 2A (autosomal recessive, mild)	0.7029462
PCDHA10	null	PCDHA10	protocadherin alpha 10	0.7028982
CYP1A2	null	CYP1A2	cytochrome P450, family 1, subfamily A, polypeptide 2	0.70278573
FPGT	null	FPGT	fucose-1-phosphate guanylyltransferase	0.70273006
FAHD1	null	FAHD1	fumarylacetoacetate hydrolase domain containing 1	0.7026108
LOC644162	null	null	null	0.70260394
ATM /// LOC651610	null	null	null	0.7025399
C11ORF40	null	C11ORF40	chromosome 11 open reading frame 40	0.70238847
C16ORF58	null	C16ORF58	chromosome 16 open reading frame 58	0.7018888
AMOTL1	null	AMOTL1	angiomotin like 1	0.70167094
SURF1	null	SURF1	surfeit 1	0.7016326
SLC35F5	null	SLC35F5	solute carrier family 35, member F5	0.70149803
SLC4A2	null	SLC4A2	solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)	0.70114595
MLLT3	null	MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	0.7009274
PCBP2	null	PCBP2	poly(rC) binding protein 2	0.7007366
LOC401525	null	LOC401525	-	0.7003549
SLC22A3	null	SLC22A3	solute carrier family 22 (extraneuronal monoamine transporter), member 3	0.70029455
LOC646405 /// LOC651	null	null	null	0.70022106
ACN9	null	ACN9	ACN9 homolog (S. cerevisiae)	0.69993263
TAS2R45	null	TAS2R45	taste receptor, type 2, member 45	0.6997038
LOC158863	null	LOC158863	-	0.69887525
YLPM1	null	YLPM1	YLP motif containing 1	0.6988176
LOC221584	null	null	null	0.6986479
LOC641467	null	LOC641467	-	0.6983627
LPHN1	null	LPHN1	latrophilin 1	0.6983514
ENAM	null	ENAM	enamelin	0.6981452
LOC349338 /// FLJ252	null	null	null	0.6980265
SETD3	null	SETD3	SET domain containing 3	0.6979266
BAD	null	BAD	BCL2-antagonist of cell death	0.6979153
IQWD1	null	IQWD1	IQ motif and WD repeats 1	0.6978372
ZMAT5	null	ZMAT5	zinc finger, matrin type 5	0.6975977
MAPKAPK3	null	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	0.6975917
C6ORF173	null	C6ORF173	chromosome 6 open reading frame 173	0.6974265
GYS1	null	GYS1	glycogen synthase 1 (muscle)	0.69731075
TM7SF3	null	TM7SF3	transmembrane 7 superfamily member 3	0.6971139
PEX19	null	PEX19	peroxisomal biogenesis factor 19	0.69677514
F13A1	null	F13A1	coagulation factor XIII, A1 polypeptide	0.6967234
C11ORF2	null	C11ORF2	chromosome 11 open reading frame2	0.6962238
LOC284861 /// FLJ260	null	null	null	0.6961279
LOC90520	null	LOC90520	-	0.69587886
RHOD	null	RHOD	ras homolog gene family, member D	0.69564146
PTPN4	null	PTPN4	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)	0.69555044
CKM	null	CKM	creatine kinase, muscle	0.6954729
RSC1A1	null	RSC1A1	regulatory solute carrier protein, family 1, member 1	0.6954505
SENP6	null	SENP6	SUMO1/sentrin specific peptidase 6	0.69536173
UBXD5	null	UBXD5	UBX domain containing 5	0.6952504
ZNF90	null	ZNF90	zinc finger protein 90	0.69524246
SLC24A1	null	SLC24A1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	0.69515514
ATP6V0B	null	ATP6V0B	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b	0.6948409
MS4A7	null	MS4A7	membrane-spanning 4-domains, subfamily A, member 7	0.6947033
KPNB1	null	KPNB1	karyopherin (importin) beta 1	0.69459105
KLRB1	null	KLRB1	killer cell lectin-like receptor subfamily B, member 1	0.6941963
CDH16	null	CDH16	cadherin 16, KSP-cadherin	0.69393766
ZNF383	null	ZNF383	zinc finger protein 383	0.69382715
DPAGT1	null	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	0.6937825
SLC6A4	null	SLC6A4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	0.69345295
MRPS14	null	MRPS14	mitochondrial ribosomal protein S14	0.69312614
C1ORF121	null	C1ORF121	chromosome 1 open reading frame 121	0.6929581
CC2D1A	null	CC2D1A	coiled-coil and C2 domain containing 1A	0.6928021
CD2BP2	null	CD2BP2	CD2 (cytoplasmic tail) binding protein 2	0.6923504
ZNHIT4	null	ZNHIT4	zinc finger, HIT type 4	0.6922667
SNORD8	null	SNORD8	small nucleolar RNA, C/D box 8	0.69207525
NXPH2	null	NXPH2	neurexophilin 2	0.6920592
KCNE1	null	KCNE1	potassium voltage-gated channel, Isk-related family, member 1	0.6919828
ANP32E	null	ANP32E	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	0.691868
CUEDC2	null	CUEDC2	CUE domain containing 2	0.6915845
B4GALNT4	null	B4GALNT4	beta-1,4-N-acetyl-galactosaminyl transferase 4	0.6915592
FLJ33360	null	FLJ33360	-	0.69136333
C21ORF45	null	C21ORF45	chromosome 21 open reading frame 45	0.69128925
FLJ38984	null	FLJ38984	-	0.69054663
RBM6	null	RBM6	RNA binding motif protein 6	0.69028014
C20ORF71	null	C20ORF71	chromosome 20 open reading frame 71	0.6902321
LOC340085	null	LOC340085	-	0.6899932
RAB3IP	null	RAB3IP	RAB3A interacting protein (rabin3)	0.6897665
GML	null	GML	GPI anchored molecule like protein	0.6894548
FAM86A	null	FAM86A	family with sequence similarity 86, member A	0.6893754
SMPD2	null	SMPD2	sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)	0.689331
ZNF500	null	ZNF500	zinc finger protein 500	0.6892146
APC	null	APC	adenomatosis polyposis coli	0.6891425
CRYBB3	null	CRYBB3	crystallin, beta B3	0.6891158
FLJ22028	null	FLJ22028	-	0.6887966
SEPW1	null	SEPW1	selenoprotein W, 1	0.68845284
RBM5	null	RBM5	RNA binding motif protein 5	0.6884161
HTR3A	null	HTR3A	5-hydroxytryptamine (serotonin) receptor 3A	0.6883981
LOC339751	null	LOC339751	-	0.68834746
FLJ32312	null	FLJ32312	-	0.6880523
UCK1	null	UCK1	uridine-cytidine kinase 1	0.68790907
IKBKB	null	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	0.68787515
AMELX	null	AMELX	amelogenin (amelogenesis imperfecta 1, X-linked)	0.6875679
IGSF9B	null	IGSF9B	immunoglobulin superfamily, member 9B	0.6874786
TAF1B	null	TAF1B	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa	0.6872234
CCDC66	null	CCDC66	coiled-coil domain containing 66	0.68683946
RASGRP4	null	RASGRP4	RAS guanyl releasing protein 4	0.6867608
CR1 /// CR1L /// LOC	null	null	null	0.6865666
LOC388312 /// FLJ454	null	null	null	0.68640316
DBF4	null	DBF4	DBF4 homolog (S. cerevisiae)	0.6860822
TP73	null	TP73	tumor protein p73	0.6860063
RSBN1L	null	RSBN1L	round spermatid basic protein 1-like	0.6856983
BDP1	null	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	0.6854918
ADH1A	null	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	0.6852396
ZNF575	null	ZNF575	zinc finger protein 575	0.685207
SHCBP1	null	SHCBP1	SHC SH2-domain binding protein 1	0.68485314
HNRPF	null	HNRPF	heterogeneous nuclear ribonucleoprotein F	0.684791
UQCRC1	null	UQCRC1	ubiquinol-cytochrome c reductase core protein I	0.68455493
RC3H1	null	RC3H1	ring finger and CCCH-type zinc finger domains 1	0.6845208
GOLGA4	null	GOLGA4	golgi autoantigen, golgin subfamily a, 4	0.6845057
LOC389641	null	LOC389641	-	0.68444073
LENG4	null	LENG4	leukocyte receptor cluster (LRC) member 4	0.6843629
NR2C1	null	NR2C1	nuclear receptor subfamily 2, group C, member 1	0.68422264
CIR	null	CIR	-	0.6834791
SSBP3	null	SSBP3	single stranded DNA binding protein 3	0.6828643
FNDC3A	null	FNDC3A	fibronectin type III domain containing 3A	0.6827941
CNGB3	null	CNGB3	cyclic nucleotide gated channel beta 3	0.6820828
GALT	null	GALT	galactose-1-phosphate uridylyltransferase	0.6819528
FHIT	null	FHIT	fragile histidine triad gene	0.68192
RBJ	null	RBJ	-	0.6817815
C10ORF99	null	C10ORF99	chromosome 10 open reading frame 99	0.6816548
TDG	null	TDG	thymine-DNA glycosylase	0.6814927
CHCHD5	null	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5	0.68139184
RBMY2FP	null	RBMY2FP	RNA binding motif protein, Y-linked, family 2, member F pseudogene	0.6813769
SRP19	null	SRP19	signal recognition particle 19kDa	0.68135357
MTERFD2	null	MTERFD2	MTERF domain containing 2	0.68127865
DNAL1	null	DNAL1	dynein, axonemal, light chain 1	0.68090165
GMFB	null	GMFB	glia maturation factor, beta	0.68064344
FLJ30277	null	FLJ30277	-	0.6806383
DNAJB7	null	DNAJB7	DnaJ (Hsp40) homolog, subfamily B, member 7	0.6805851
SMAD1	null	SMAD1	SMAD, mothers against DPP homolog 1 (Drosophila)	0.68027
LOC150223	null	LOC150223	-	0.6802536
RAD51L3	null	RAD51L3	RAD51-like 3 (S. cerevisiae)	0.6801583
NOL12	null	NOL12	nucleolar protein 12	0.67999464
MRPL24	null	MRPL24	mitochondrial ribosomal protein L24	0.67997414
UBE1C	null	UBE1C	ubiquitin-activating enzyme E1C (UBA3 homolog, yeast)	0.6794021
LOC388789	null	LOC388789	-	0.6790235
TXNDC1	null	TXNDC1	thioredoxin domain containing 1	0.67859465
CDC27	null	CDC27	cell division cycle 27	0.6784389
KRTAP5-10 /// KRTAP5	null	null	null	0.6784323
C1ORF63	null	C1ORF63	chromosome 1 open reading frame 63	0.6779065
PKN2	null	PKN2	protein kinase N2	0.6774722
PANK3	null	PANK3	pantothenate kinase 3	0.6774345
CNIH2	null	CNIH2	cornichon homolog 2 (Drosophila)	0.67737347
SLC39A7	null	SLC39A7	solute carrier family 39 (zinc transporter), member 7	0.6770291
CHDH	null	CHDH	choline dehydrogenase	0.6769851
EI24	null	EI24	etoposide induced 2.4 mRNA	0.67693985
KIAA1383	null	KIAA1383	KIAA1383	0.6767693
ATXN3L	null	ATXN3L	ataxin 3-like	0.676689
NUMA1	null	NUMA1	nuclear mitotic apparatus protein 1	0.6764881
FLJ21369	null	FLJ21369	-	0.67647177
ZNF324B	null	ZNF324B	zinc finger protein 324B	0.6762876
DHX30	null	DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	0.6761424
VEGF	null	VEGF	vascular endothelial growth factor	0.6759933
COMMD9	null	COMMD9	COMM domain containing 9	0.67597294
TBL1XR1	null	TBL1XR1	transducin (beta)-like 1X-linked receptor 1	0.6752252
NUPL1	null	NUPL1	nucleoporin like 1	0.6749206
CDC91L1	null	CDC91L1	CDC91 cell division cycle 91-like 1 (S. cerevisiae)	0.67486763
MNS1	null	MNS1	meiosis-specific nuclear structural 1	0.6746904
C6ORF113	null	C6ORF113	chromosome 6 open reading frame 113	0.6745834
ERP29	null	ERP29	endoplasmic reticulum protein 29	0.6745081
NPBWR2	null	NPBWR2	neuropeptides B/W receptor 2	0.6738865
LOC283970	null	LOC283970	-	0.6737124
SRP68	null	SRP68	signal recognition particle 68kDa	0.67339313
HCFC1	null	HCFC1	host cell factor C1 (VP16-accessory protein)	0.6732796
FLJ10246	null	FLJ10246	-	0.67314816
ADSS	null	ADSS	adenylosuccinate synthase	0.67303693
NQO1	null	NQO1	NAD(P)H dehydrogenase, quinone 1	0.6728115
RBMXL1	null	RBMXL1	RNA binding motif protein, X-linked-like 1	0.67249894
NKTR	null	NKTR	natural killer-tumor recognition sequence	0.67222935
SOCS7	null	SOCS7	suppressor of cytokine signaling 7	0.6721256
ERCC6	null	ERCC6	excision repair cross-complementing rodent repair deficiency, complementation group 6	0.6720952
TMEM97	null	TMEM97	transmembrane protein 97	0.6720782
RP6-213H19.1	null	RP6-213H19.1	-	0.67198634
PTPN14	null	PTPN14	protein tyrosine phosphatase, non-receptor type 14	0.6717875
TSPYL6	null	TSPYL6	TSPY-like 6	0.6716942
PRPF40A	null	PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (yeast)	0.6715276
TMEM70	null	TMEM70	transmembrane protein 70	0.67135894
LOC168850	null	null	null	0.6711429
CNGA3	null	CNGA3	cyclic nucleotide gated channel alpha 3	0.67105156
ZC3H11A	null	ZC3H11A	zinc finger CCCH-type containing 11A	0.67097336
PFAAP5	null	PFAAP5	-	0.67076045
LOC51336	null	LOC51336	-	0.67055345
FLJ46365	null	FLJ46365	-	0.67029977
C1ORF164	null	C1ORF164	chromosome 1 open reading frame 164	0.66997606
PISD	null	PISD	phosphatidylserine decarboxylase	0.6699384
CTBS	null	CTBS	chitobiase, di-N-acetyl-	0.6697668
RAPGEF2	null	RAPGEF2	Rap guanine nucleotide exchange factor (GEF) 2	0.6696285
DNAJC19	null	DNAJC19	DnaJ (Hsp40) homolog, subfamily C, member 19	0.6694441
RRAGB	null	RRAGB	Ras-related GTP binding B	0.66940385
C12ORF46	null	C12ORF46	chromosome 12 open reading frame 46	0.669287
MYLPF	null	MYLPF	-	0.66911757
MFN1	null	MFN1	mitofusin 1	0.6683022
KIAA0329	null	KIAA0329	KIAA0329	0.66826177
FLJ14154	null	FLJ14154	-	0.66808474
PHPT1	null	PHPT1	phosphohistidine phosphatase 1	0.6679603
CCNG1	null	CCNG1	cyclin G1	0.6669447
ILK	null	ILK	integrin-linked kinase	0.6667671
FAM8A1	null	FAM8A1	family with sequence similarity 8, member A1	0.66597956
HIST1H2BB	null	HIST1H2BB	histone cluster 1, H2bb	0.6659677
C14ORF79	null	C14ORF79	chromosome 14 open reading frame 79	0.6657164
NPY	null	NPY	neuropeptide Y	0.66560155
MBD2	null	MBD2	methyl-CpG binding domain protein 2	0.6654343
ANKRD17	null	ANKRD17	ankyrin repeat domain 17	0.6654185
IFT122	null	IFT122	intraflagellar transport 122 homolog (Chlamydomonas)	0.6652919
DTYMK /// LOC643109	null	null	null	0.6651502
WARS	null	WARS	tryptophanyl-tRNA synthetase	0.6651048
ARL2BP	null	ARL2BP	ADP-ribosylation factor-like 2 binding protein	0.6650913
TRMT5	null	TRMT5	TRM5 tRNA methyltransferase 5 homolog (S. cerevisiae)	0.6649405
ECAT1	null	ECAT1	-	0.66483825
MRPS26	null	MRPS26	mitochondrial ribosomal protein S26	0.6647446
CACNG5	null	CACNG5	calcium channel, voltage-dependent, gamma subunit 5	0.6646983
LOC340017	null	LOC340017	-	0.66431826
JTB	null	JTB	jumping translocation breakpoint	0.66426015
LGALS3 /// GALIG	null	null	null	0.66403174
KRTAP4-12 /// LOC644	null	null	null	0.6639829
HMGN2	null	HMGN2	high-mobility group nucleosomal binding domain 2	0.6636092
C11ORF73	null	C11ORF73	chromosome 11 open reading frame 73	0.6631536
MRPL21	null	MRPL21	mitochondrial ribosomal protein L21	0.66298646
C14ORF65	null	C14ORF65	chromosome 14 open reading frame 65	0.66251034
CASP8AP2	null	CASP8AP2	CASP8 associated protein 2	0.66242725
C16ORF65	null	C16ORF65	chromosome 16 open reading frame 65	0.66214
DHX36	null	DHX36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	0.6619073
CD84	null	CD84	CD84 molecule	0.6618402
OR8B8	null	OR8B8	olfactory receptor, family 8, subfamily B, member 8	0.6612855
RP1L1	null	RP1L1	retinitis pigmentosa 1-like 1	0.6608559
NOC4L	null	NOC4L	nucleolar complex associated 4 homolog (S. cerevisiae)	0.66073555
VPS13B	null	VPS13B	vacuolar protein sorting 13B (yeast)	0.6605813
DDX28	null	DDX28	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28	0.6605496
IAPP	null	IAPP	islet amyloid polypeptide	0.660454
CHAD	null	CHAD	chondroadherin	0.6602309
LOC650488	null	null	null	0.6600101
ARF1	null	ARF1	ADP-ribosylation factor 1	0.6598713
LOC339874	null	LOC339874	-	0.65984553
LOC646450	null	LOC646450	-	0.65975964
FLJ90231	null	FLJ90231	-	0.65959895
PSEN1	null	PSEN1	presenilin 1 (Alzheimer disease 3)	0.65947735
TRUB2	null	TRUB2	TruB pseudouridine (psi) synthase homolog 2 (E. coli)	0.6594354
WNT8A	null	WNT8A	wingless-type MMTV integration site family, member 8A	0.65942514
IGKC /// IGKV1-5	null	null	null	0.6593611
TTC9B	null	TTC9B	tetratricopeptide repeat domain 9B	0.65907204
C1ORF31	null	C1ORF31	chromosome 1 open reading frame 31	0.65900064
WFDC10A	null	WFDC10A	WAP four-disulfide core domain 10A	0.6589581
C8G	null	C8G	complement component 8, gamma polypeptide	0.6588754
TMEM85	null	TMEM85	transmembrane protein 85	0.65883034
DKFZP686A01247	null	DKFZP686A01247	-	0.6587517
LSP1 /// LOC649377	null	null	null	0.65862674
SMNDC1	null	SMNDC1	survival motor neuron domain containing 1	0.6585704
FLJ40542	null	FLJ40542	-	0.65839714
PSMF1	null	PSMF1	proteasome (prosome, macropain) inhibitor subunit 1 (PI31)	0.65828687
DOT1L	null	DOT1L	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	0.6578777
CASZ1	null	CASZ1	castor homolog 1, zinc finger (Drosophila)	0.6577578
C6ORF27	null	C6ORF27	chromosome 6 open reading frame 27	0.6576471
LOC125893	null	LOC125893	-	0.6575796
PPBP	null	PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	0.65738404
ZNF621	null	ZNF621	zinc finger protein 621	0.65698236
POLG	null	POLG	polymerase (DNA directed), gamma	0.6568643
C8ORF68	null	C8ORF68	chromosome 8 open reading frame 68	0.6567974
HMGB4	null	HMGB4	high-mobility group box 4	0.6567756
MNDA	null	MNDA	myeloid cell nuclear differentiation antigen	0.65645105
LOC642031	null	LOC642031	-	0.65634704
C22ORF29	null	C22ORF29	chromosome 22 open reading frame 29	0.6562848
C1ORF92	null	C1ORF92	chromosome 1 open reading frame 92	0.6560422
C13ORF31	null	C13ORF31	chromosome 13 open reading frame 31	0.65602446
CTXN1	null	CTXN1	cortexin 1	0.6559284
CACNB3	null	CACNB3	calcium channel, voltage-dependent, beta 3 subunit	0.65562165
CBLN1	null	CBLN1	cerebellin 1 precursor	0.65528667
