ENTREZID	SYMBOL
55614	KIF16B
146909	KIF18B
6836	SURF4
64147	KIF9
55605	KIF21A
90990	KIFC2
113220	KIF12
55582	KIF27
23299	BICD2
636	BICD1
5870	RAB6A
2589	GALNT1
5049	PAFAH1B2
5050	PAFAH1B3
51560	RAB6B
22930	RAB3GAP1
25782	RAB3GAP2
2590	GALNT2
56894	AGPAT3
22931	RAB18
2593	GAMT
6538	SLC6A11
2628	GATM
1152	CKB
6535	SLC6A8
1158	CKM
1160	CKMT2
6534	SLC6A7
153222	CREBRF
10488	CREB3
64764	CREB3L2
90993	CREB3L1
81501	DCSTAMP
148327	CREB3L4
27109	ATP5S
55735	DNAJC11
10476	ATP5H
9551	ATP5J2
539	ATP5O
498	ATP5A1
10989	IMMT
506	ATP5B
25813	SAMM50
522	ATP5J
8834	TMEM11
10651	MTX2
513	ATP5D
509	ATP5C1
521	ATP5I
518	ATP5G3
517	ATP5G2
10632	ATP5L
516	ATP5G1
4580	MTX1
515	ATP5F1
139322	APOOL
54927	CHCHD3
79135	APOO
84303	CHCHD6
440574	MINOS1
125988	C19orf70
1491	CTH
3664	IRF6
3594	IL12RB1
3590	IL11RA
115650	TNFRSF13C
149233	IL23R
282618	IFNL1
246778	IL27
133396	IL31RA
1441	CSF3R
128178	EDARADD
283455	KSR2
9180	OSMR
84868	HAVCR2
54518	APBB1IP
22866	CNKSR2
9987	HNRNPDL
5896	RAG1
3603	IL16
6777	STAT5B
80824	DUSP16
163702	IFNLR1
27250	PDCD4
9462	RASAL2
152559	PAQR3
4296	MAP3K11
4055	LTBR
163351	GBP6
4050	LTB
25939	SAMHD1
200081	TXLNA
302	ANXA2
6813	STXBP2
5245	PHB
8682	PEA15
4170	MCL1
7414	VCL
1843	DUSP1
10581	IFITM2
6778	STAT6
3185	HNRNPF
6888	TALDO1
3726	JUNB
6624	FSCN1
3636	INPPL1
1265	CNN2
684	BST2
3460	IFNGR2
1958	EGR1
6059	ABCE1
3597	IL13RA1
369	ARAF
5536	PPP5C
7450	VWF
2633	GBP1
23321	TRIM2
3429	IFI27
23650	TRIM29
3659	IRF1
4140	MARK3
7726	TRIM26
5770	PTPN1
3459	IFNGR1
2634	GBP2
6672	SP100
4938	OAS1
3554	IL1R1
6776	STAT5A
9693	RAPGEF2
1436	CSF1R
604	BCL6
9830	TRIM14
3566	IL4R
3660	IRF2
8835	SOCS2
7133	TNFRSF1B
4215	MAP3K3
10475	TRIM38
4281	MID1
3162	HMOX1
9235	IL32
10379	IRF9
1052	CEBPD
3394	IRF8
6351	CCL4
3561	IL2RG
3454	IFNAR1
4763	NF1
2537	IFI6
2889	RAPGEF1
3662	IRF4
5055	SERPINB2
3669	ISG20
10256	CNKSR1
3437	IFIT3
3455	IFNAR2
1844	DUSP2
3572	IL6ST
10612	TRIM3
3587	IL10RA
4982	TNFRSF11B
5771	PTPN2
4507	MTAP
4939	OAS2
4261	CIITA
1439	CSF2RB
6773	STAT2
3556	IL1RAP
3976	LIF
3560	IL2RB
3181	HNRNPA2B1
5037	PEBP1
7850	IL1R2
3663	IRF5
2690	GHR
7297	TYK2
8638	OASL
23765	IL17RA
1271	CNTFR
1852	DUSP9
3575	IL7R
2688	GH1
3977	LIFR
9466	IL27RA
3570	IL6R
759	CA1
10538	BATF
3600	IL15
834	CASP1
6627	SNRPA1
6775	STAT4
54739	XAF1
3563	IL3RA
939	CD27
3598	IL13RA2
1399	CRKL
2689	GH2
1896	EDA
22821	RASA3
3606	IL18
7006	TEC
9244	CRLF1
3559	IL2RA
5618	PRLR
6097	RORC
5371	PML
970	CD70
11009	IL24
8809	IL18R1
5922	RASA2
608	TNFRSF17
2322	FLT3
3574	IL7
943	TNFRSF8
2208	FCER2
5451	POU2F1
1489	CTF1
8744	TNFSF9
3589	IL11
4049	LTA
2323	FLT3LG
3595	IL12RB2
8792	TNFRSF11A
8807	IL18RAP
1435	CSF1
1438	CSF2RA
7124	TNF
3592	IL12A
3718	JAK3
944	TNFSF8
3601	IL15RA
7292	TNFSF4
3586	IL10
1440	CSF3
9173	IL1RL1
3604	TNFRSF9
3565	IL4
23495	TNFRSF13B
7132	TNFRSF1A
3596	IL13
3558	IL2
6367	CCL22
3593	IL12B
3568	IL5RA
3562	IL3
8740	TNFSF14
3445	IFNA8
3567	IL5
3055	HCK
7293	TNFRSF4
8808	IL1RL2
9655	SOCS5
3581	IL9R
11074	TRIM31
3578	IL9
3446	IFNA10
64109	CRLF2
3439	IFNA1
3605	IL17A
3936	LCP1
5292	PIM1
6809	STX3
25970	SH2B1
3430	IFI35
1847	DUSP5
4692	NDN
3588	IL10RB
2625	GATA3
90865	IL33
8315	BRAP
4843	NOS2
6356	CCL11
3911	LAMA5
1437	CSF2
3458	IFNG
10107	TRIM10
8600	TNFSF11
85363	TRIM5
8718	TNFRSF25
6935	ZEB1
3452	IFNA21
3440	IFNA2
3929	LBP
10410	IFITM3
200734	SPRED2
3557	IL1RN
10346	TRIM22
25759	SHC2
6657	SOX2
8844	KSR1
91543	RSAD2
7291	TWIST1
5898	RALA
3442	IFNA5
5008	OSM
5897	RAG2
11221	DUSP10
51561	IL23A
3433	IFIT2
8554	PIAS1
54472	TOLLIP
51447	IP6K2
51330	TNFRSF12A
4940	OAS3
53832	IL20RA
55540	IL17RB
55223	TRIM62
10068	IL18BP
55128	TRIM68
10148	EBI3
23529	CLCF1
8437	RASAL1
10817	FRS3
80263	TRIM45
10913	EDAR
58985	IL22RA1
79923	NANOG
51127	TRIM17
56300	IL36G
11141	IL1RAPL1
29949	IL19
80128	TRIM46
64806	IL25
81603	TRIM8
9966	TNFSF15
50616	IL22
1154	CISH
6041	RNASEL
8995	TNFSF18
60401	EDA2R
27179	IL36A
27178	IL37
84818	IL17RC
26525	IL36RN
58480	RHOU
2635	GBP3
10673	TNFSF13B
117854	TRIM6
8784	TNFRSF18
50604	IL20
27189	IL17C
27177	IL36B
84639	IL1F10
84292	WDR83
153090	DAB2IP
161742	SPRED1
23087	TRIM35
54756	IL17RD
53833	IL20RB
64926	RASAL3
132014	IL17RE
115362	GBP5
399473	SPRED3
8831	SYNGAP1
221002	RASGEF1A
112744	IL17F
115361	GBP4
85480	TSLP
146433	IL34
116379	IL22RA2
115727	RASGRP4
64210	MMS19
9391	CIAO1
4682	NUBP1
51750	RTEL1
57019	CIAPIN1
2068	ERCC2
51647	FAM96B
10101	NUBP2
64428	NARFL
27158	NDOR1
55703	POLR3B
170506	DHX36
115004	CGAS
11128	POLR3A
9208	LRRFIP1
27297	CRCP
10621	POLR3F
3428	IFI16
10622	POLR3G
81030	ZBP1
661	POLR3D
5591	PRKDC
10623	POLR3C
51428	DDX41
51728	POLR3K
84265	POLR3GL
340061	TMEM173
171568	POLR3H
81844	TRIM56
197358	NLRC3
147945	NLRP4
4677	NARS
3735	KARS
7453	WARS
6301	SARS
2058	EPRS
16	AARS
6897	TARS
5917	RARS
1615	DARS
7407	VARS
3035	HARS
7965	AIMP2
2193	FARSA
833	CARS
9255	AIMP1
3376	IARS
9521	EEF1E1
2617	GARS
8565	YARS
51520	LARS
5464	PPA1
10056	FARSB
5581	PRKCE
23601	CLEC5A
5144	PDE4D
5142	PDE4B
5141	PDE4A
84152	PPP1R1B
79671	NLRX1
55593	OTUD5
64135	IFIH1
54476	RNF216
8887	TAX1BP1
7128	TNFAIP3
5094	PCBP2
80143	SIKE1
843	CASP10
54941	RNF125
1540	CYLD
26007	TKFC
79132	DHX58
57506	MAVS
84282	RNF135
84166	NLRC5
6658	SOX3
1487	CTBP1
25776	CBY1
55553	SOX6
6659	SOX4
9580	SOX13
4221	MEN1
6662	SOX9
56998	CTNNBIP1
7088	TLE1
607	BCL9
7089	TLE2
7091	TLE4
7090	TLE3
6736	SRY
57680	CHD8
26108	PYGO1
64321	SOX17
83595	SOX7
90780	PYGO2
283149	BCL9L
29883	CNOT7
246175	CNOT6L
23019	CNOT1
9337	CNOT8
9924	PAN2
4849	CNOT3
4850	CNOT4
10605	PAIP1
23318	ZCCHC11
4848	CNOT2
79670	ZCCHC6
25904	CNOT10
55571	CNOT11
85456	TNKS1BP1
255967	PAN3
9652	TTC37
1656	DDX6
27258	LSM3
23644	EDC4
25804	LSM4
23658	LSM5
27257	LSM1
51690	LSM7
11157	LSM6
10767	HBS1L
57819	LSM2
80349	WDR61
28960	DCPS
80153	EDC3
115024	NT5C3B
219988	PATL1
196513	DCP1B
56957	OTUD7B
8439	NSMAF
7375	USP4
7185	TRAF1
9099	USP2
8567	MADD
56928	SPPL2B
25999	CLIP3
27005	USP21
55512	SMPD3
81858	SHARPIN
55072	RNF31
84888	SPPL2A
90268	OTULIN
92949	ADAMTSL1
170691	ADAMTS17
171019	ADAMTS19
170692	ADAMTS18
80070	ADAMTS20
170689	ADAMTS15
56999	ADAMTS9
79875	THSD4
11096	ADAMTS5
57188	ADAMTSL3
11174	ADAMTS6
7057	THBS1
7058	THBS2
9719	ADAMTSL2
10418	SPON1
221981	THSD7A
157869	SBSPON
11093	ADAMTS13
54507	ADAMTSL4
11095	ADAMTS8
11173	ADAMTS7
81792	ADAMTS12
9510	ADAMTS1
54437	SEMA5B
145173	B3GLCT
81794	ADAMTS10
23145	SSPO
170690	ADAMTS16
339366	ADAMTSL5
4060	LUM
2331	FMOD
5549	PRELP
4958	OMD
4969	OGN
11081	KERA
29071	C1GALT1C1
4166	CHST6
1356	CP
253970	SFTA3
2131	EXT1
2132	EXT2
2582	GALE
2584	GALK1
79695	GALNT12
2591	GALNT3
2592	GALT
2645	GCK
3098	HK1
9215	LARGE1
4853	NOTCH2
4854	NOTCH3
4855	NOTCH4
3955	LFNG
2956	MSH6
4437	MSH3
4436	MSH2
5236	PGM1
55624	POMGNT1
10585	POMT1
29954	POMT2
7270	TTF1
29080	CCDC59
6005	RHAG
4891	SLC11A2
246213	SLC17A8
6505	SLC1A1
6575	SLC20A2
116085	SLC22A12
5002	SLC22A18
6584	SLC22A5
123041	SLC24A4
1811	SLC26A3
5172	SLC26A4
10999	SLC27A4
55315	SLC29A3
9197	SLC33A1
6569	SLC34A1
10568	SLC34A2
142680	SLC34A3
7355	SLC35A2
23443	SLC35A3
55630	SLC39A4
30061	SLC40A1
6530	SLC6A2
6531	SLC6A3
9152	SLC6A5
10479	SLC9A6
285195	SLC9A9
6578	SLCO2A1
2646	GCKR
8658	TNKS
80351	TNKS2
81847	RNF146
1488	CTBP2
166	AES
6821	SUOX
51380	CSAD
23474	ETHE1
1036	CDO1
7263	TST
84890	ADO
58472	SQOR
1468	SLC25A10
100131187	TSTD1
23072	HECW1
51339	DACT1
59349	KLHL12
7915	ALDH5A1
18	ABAT
2735	GLI1
51684	SUFU
2736	GLI2
92291	CAPN13
2201	FBN2
8751	ADAM15
440854	CAPN14
2	A2M
4811	NID1
831	CAST
6696	SPP1
826	CAPNS1
823	CAPN1
5654	HTRA1
2200	FBN1
827	CAPN6
23473	CAPN7
6650	CAPN15
726	CAPN5
101	ADAM8
5650	KLK7
11131	CAPN11
10753	CAPN9
824	CAPN2
825	CAPN3
2006	ELN
222663	SCUBE3
11132	CAPN10
84290	CAPNS2
26254	OPTC
147968	CAPN12
388743	CAPN8
80274	SCUBE1
84467	FBN3
57646	USP28
123228	SENP8
161725	OTUD7A
91833	WDR20
55252	ASXL2
29761	USP25
78990	OTUB2
8314	BAP1
7345	UCHL1
80124	VCPIP1
125476	INO80C
25862	USP49
4089	SMAD4
114803	MYSM1
51377	UCHL5
8724	SNX3
9804	TOMM20
5886	RAD23A
11047	ADRM1
7874	USP7
9868	TOMM70
9097	USP14
9929	JOSD1
9101	USP8
10617	STAMBP
3607	FOXK2
4087	SMAD2
3416	IDE
1643	DDB2
10868	USP20
7347	UCHL3
4092	SMAD7
2099	ESR1
9986	RCE1
8975	USP13
4088	SMAD3
4287	ATXN3
8078	USP5
7046	TGFBR1
4798	NFRKB
114548	NLRP3
10318	TNIP1
7048	TGFBR2
9736	USP34
4086	SMAD1
23770	FKBP8
7419	VDAC3
7353	UFD1
9100	USP10
7417	VDAC2
7416	VDAC1
171023	ASXL1
23358	USP24
23172	ABRAXAS2
23252	OTUD3
219333	USP12
10869	USP19
55432	YOD1
92552	ATXN3L
79594	MUL1
55288	RHOT1
10600	USP16
93973	ACTR8
51651	PTRH2
29844	TFPT
79589	RNF128
79913	ACTR5
84196	USP48
54891	INO80D
55777	MBD5
79931	TNIP3
57559	STAMBPL1
55031	USP47
51616	TAF9B
9960	USP3
57599	WDR48
83444	INO80B
84749	USP30
84101	USP44
83844	USP26
54764	ZRANB1
54617	INO80
84132	USP42
221937	FOXK1
57695	USP37
126119	JOSD2
283899	INO80E
114785	MBD6
11202	KLK8
130399	ACVR1C
222546	RFX6
196374	KRT78
126638	RPTN
319101	KRT73
121391	KRT74
84891	ZSCAN10
404203	SPINK6
27332	ZNF638
53616	ADAM22
4760	NEUROD1
64065	PERP
3855	KRT7
27086	FOXP1
353135	LCE1E
8745	ADAM23
93	ACVR2B
9441	MED26
2494	NR5A2
353132	LCE1B
386678	KRTAP10-11
147409	DSG4
125115	KRT40
199699	DAND5
140807	KRT72
337880	KRTAP11-1
140258	KRTAP13-1
337879	KRTAP8-1
142910	LIPJ
338785	KRT79
3875	KRT18
3880	KRT19
8502	PKP4
9969	MED13
6768	ST14
5652	PRSS8
9282	MED14
10589	DRAP1
9968	MED12
10974	ADIRF
2167	FABP4
1050	CEBPA
9443	MED7
2125	EVPL
3866	KRT15
1824	DSC2
1475	CSTA
6699	SPRR1B
11005	SPINK5
91	ACVR1B
6928	HNF1B
92	ACVR2A
26085	KLK13
3848	KRT1
5346	PLIN1
7051	TGM1
1825	DSC3
1041	CDSN
10637	LEFTY1
9211	LGI1
3642	INSM1
6837	MED22
3881	KRT31
6299	SALL1
4821	NKX2-2
9477	MED20
3858	KRT10
9119	KRT75
10001	MED6
3952	LEP
3882	KRT32
7547	ZIC3
1823	DSC1
3174	HNF4G
8928	FOXH1
8688	KRT37
3889	KRT83
3891	KRT85
26239	LCE2B
8687	KRT38
5318	PKP2
4014	LOR
2649	NR6A1
3884	KRT33B
3859	KRT12
5078	PAX4
51350	KRT76
4185	ADAM11
3849	KRT2
9333	TGM5
3860	KRT13
50674	NEUROG3
81857	MED25
3857	KRT9
3172	HNF4A
3883	KRT33A
27022	FOXD3
5468	PPARG
3651	PDX1
3856	KRT8
7026	NR2F2
3854	KRT6B
688	KLF5
3868	KRT16
11187	PKP3
3170	FOXA2
2516	NR5A1
6927	HNF1A
3175	ONECUT1
23097	CDK19
23389	MED13L
112950	MED8
23254	KAZN
168544	ZNF467
3887	KRT81
7062	TCHH
6698	SPRR1A
54474	KRT20
3846	KRTAP5-9
8689	KRT36
3713	IVL
3892	KRT86
9862	MED24
9442	MED27
2312	FLG
3886	KRT35
3890	KRT84
3850	KRT3
29079	MED4
9967	THRAP3
55090	MED9
80306	MED28
9439	MED23
25984	KRT23
6707	SPRR3
51003	MED31
55211	DPPA4
55203	LGI2
54797	MED18
79727	LIN28A
9314	KLF4
192666	KRT24
43847	KLK14
4838	NODAL
63978	PRDM14
43849	KLK12
81870	KRTAP9-9
81851	KRTAP1-1
81850	KRTAP1-3
4825	NKX6-1
9350	CER1
10025	MED16
9440	MED17
51586	MED15
25818	KLK5
84246	MED10
55997	CFC1
84648	LCE3D
55588	MED29
219541	MED19
84498	FAM120B
400569	MED11
1879	EBF1
90390	MED30
163175	LGI4
3171	FOXA3
57167	SALL4
112755	STX1B
149018	LELP1
112802	KRT71
23581	CASP14
144501	KRT80
3888	KRT82
83895	KRTAP1-5
83897	KRTAP3-2
83896	KRTAP3-1
85293	KRTAP3-3
390874	ONECUT3
728224	KRTAP4-8
653240	KRTAP4-11
85285	KRTAP4-1
85289	KRTAP4-5
83901	KRTAP9-8
85291	KRTAP4-2
85290	KRTAP4-3
83900	KRTAP9-3
83902	KRTAP17-1
81871	KRTAP4-6
84616	KRTAP4-4
100132386	KRTAP4-9
81872	KRTAP2-1
6706	SPRR2G
374454	KRT77
147183	KRT25
203190	LGI3
342574	KRT27
337970	KRTAP19-3
119548	PNLIPRP3
5406	PNLIP
1208	CLPS
2984	GUCY2C
8513	LIPF
8972	MGAM
6476	SI
5407	PNLIPRP1
3938	LCT
248	ALPI
11181	TREH
8544	PIR
2981	GUCA2B
1118	CHIT1
5408	PNLIPRP2
27159	CHIA
6518	SLC2A5
29881	NPC1L1
1455	CSNK1G2
4040	LRP6
4041	LRP5
138474	TAF1L
23499	MACF1
6877	TAF5
1794	DOCK2
6873	TAF2
9444	QKI
79849	PDZD3
118429	ANTXR2
55750	AGK
2538	G6PC
57085	AGTRAP
26127	FGFR1OP2
138050	HGSNAT
51606	ATP6V1H
5611	DNAJC3
6882	TAF11
404672	GTF2H5
22987	SV2C
8178	ELL
6917	TCEA1
8805	TRIM24
64220	STRA6
6924	ELOA
1938	EEF2
292	SLC25A5
5901	RAN
6749	SSRP1
928	CD9
6879	TAF7
22906	TRAK1
2926	GRSF1
2992	GYG1
27044	SND1
8087	FXR1
2997	GYS1
2071	ERCC3
613	BCR
1523	CUX1
2965	GTF2H1
11044	PAPD7
11052	CPSF6
5902	RANBP1
2990	GUSB
2958	GTF2A2
2961	GTF2E2
8731	RNMT
7750	ZMYM2
2548	GAA
291	SLC25A4
2542	SLC37A4
9900	SV2A
1025	CDK9
2632	GBE1
5947	RBP1
6878	TAF6
2968	GTF2H4
1185	CLCN6
8732	RNGTT
5507	PPP1R3C
6448	SGSH
4669	NAGLU
9844	ELMO1
22943	DKK1
905	CCNT2
229	ALDOB
9372	ZFYVE9
3795	KHK
7957	EPM2A
9715	FAM131B
9899	SV2B
2960	GTF2E1
6884	TAF13
6017	RLBP1
2588	GALNS
1104	RCC1
2957	GTF2A1
27121	DKK4
904	CCNT1
6843	VAMP1
55109	AGGF1
2959	GTF2B
6874	TAF4
7100	TLR5
8908	GYG2
3843	IPO5
293	SLC25A6
23164	MPRIP
22934	RPIA
56829	ZC3HAV1
2998	GYS2
6875	TAF4B
6872	TAF1
11198	SUPT16H
10827	FAM114A2
54894	RNF43
54845	ESRP1
5950	RBP4
8812	CCNK
64840	PORCN
55733	HHAT
79412	KREMEN2
27123	DKK2
79872	CBLL1
84168	ANTXR1
9227	LRAT
54457	TAF7L
55690	PACS1
51224	ELOA2
81622	UNC93B1
92579	G6PC3
2967	GTF2H3
57670	KIAA1549
81793	TLR10
83999	KREMEN1
83860	TAF3
5959	RDH5
145226	RDH12
6814	STXBP3
5271	SERPINB8
5269	SERPINB6
6281	S100A10
5327	PLAT
5345	SERPINF2
5328	PLAU
3273	HRG
51426	POLK
5429	POLH
8451	CUL4A
8450	CUL4B
7398	USP1
9768	PCLAF
5980	REV3L
1642	DDB1
55666	NPLOC4
51455	REV1
51514	DTL
11201	POLI
27033	ZBTB32
10459	MAD2L2
56852	RAD18
83932	SPRTN
124739	USP43
7508	XPC
54890	ALKBH5
4255	MGMT
79068	FTO
2140	EYA3
2070	EYA4
2138	EYA1
322	APBB1
2139	EYA2
5890	RAD51B
348654	GEN1
51567	TDP2
8914	TIMELESS
2067	ERCC1
10635	RAD51AP1
5893	RAD52
7516	XRCC2
10721	POLQ
5531	PPP4C
5892	RAD51D
2072	ERCC4
23514	SPIDR
55183	RIF1
7517	XRCC3
80198	MUS81
54962	TIPIN
79728	PALB2
51548	SIRT6
64421	DCLRE1C
55775	TDP1
151987	PPP4R2
27343	POLL
27434	POLM
84464	SLX4
146956	EME1
1786	DNMT1
29947	DNMT3L
1789	DNMT3B
29128	UHRF1
2187	FANCB
57697	FANCM
1161	ERCC8
57654	UVSSA
199990	FAAP20
9557	CHD1L
2176	FANCC
2177	FANCD2
6612	SUMO3
3150	HMGN1
10450	PPIE
10401	PIAS3
27339	PRPF19
2189	FANCG
22909	FAN1
2175	FANCA
7507	XPA
9937	DCLRE1A
9716	AQR
55215	FANCI
91442	FAAP24
56949	XAB2
55120	FANCL
2188	FANCF
64858	DCLRE1B
2178	FANCE
80233	FAAP100
29089	UBE2T
57461	ISY1
85015	USP45
91603	ZNF830
353497	POLN
220074	LRTOMT
6854	SYN2
6853	SYN1
6571	SLC18A2
8224	SYN3
8825	LIN7A
55327	LIN7C
64130	LIN7B
26469	PTPN18
5782	PTPN12
4145	MATK
55914	ERBIN
7050	TGIF1
5494	PPM1A
6497	SKI
6498	SKIL
51592	TRIM33
60436	TGIF2
11171	STRAP
23645	PPP1R15A
25805	BAMBI
9110	MTMR4
56937	PMEPA1
9564	BCAR1
23769	FLRT1
220441	RNF152
5828	PEX2
9781	RNF144A
9646	CTR9
54623	PAF1
6596	HLTF
5830	PEX5
5193	PEX12
5192	PEX10
9810	RNF40
23168	RTF1
51322	WAC
79577	CDC73
56254	RNF20
51255	RNF181
55829	SELENOS
92305	TMEM129
257218	SHPRH
123169	LEO1
7043	TGFB3
5802	PTPRS
7143	TNR
7148	TNXB
3371	TNC
3910	LAMA4
3908	LAMA2
1404	HAPLN1
1311	COMP
4148	MATN3
4146	MATN1
8785	MATN4
3381	IBSP
4593	MUSK
1758	DMP1
3679	ITGA7
7042	TGFB2
4038	LRP4
8516	ITGA8
63923	TNN
3913	LAMB2
54829	ASPN
1834	DSPP
160851	DGKH
1607	DGKB
8526	DGKE
1606	DGKA
5583	PRKCH
1608	DGKG
9162	DGKI
8525	DGKZ
1609	DGKQ
8527	DGKD
139189	DGKK
5796	PTPRK
5774	PTPN3
10253	SPRY2
10252	SPRY1
4238	MFAP3
3696	ITGB8
2192	FBLN1
2202	EFEMP1
4052	LTBP1
10516	FBLN5
4236	MFAP1
4237	MFAP2
2199	FBLN2
11117	EMILIN1
8425	LTBP4
4053	LTBP2
650	BMP2
30008	EFEMP2
8200	GDF5
27302	BMP10
655	BMP7
8076	MFAP5
652	BMP4
4239	MFAP4
4054	LTBP3
84034	EMILIN2
90187	EMILIN3
56666	PANX2
84694	GJA10
24145	PANX1
10052	GJC1
57369	GJD2
5025	P2RX4
9127	P2RX6
5027	P2RX7
5024	P2RX3
5023	P2RX1
5026	P2RX5
22953	P2RX2
11267	SNF8
51028	VPS36
84313	VPS25
92335	STRADA
51719	CAB39
81617	CAB39L
55437	STRADB
23576	DDAH1
114757	CYGB
23564	DDAH2
10434	LYPLA1
4846	NOS3
340481	ZDHHC21
6697	SPR
2643	GCH1
2644	GCHFR
5805	PTS
51070	NOSIP
115677	NOSTRIN
11335	CBX3
7343	UBTF
23378	RRP8
54790	TET2
11176	BAZ2A
8932	MBD2
5252	PHF1
3720	JARID2
22823	MTF2
23309	SIN3B
29115	SAP30BP
25942	SIN3A
26147	PHF19
80312	TET1
1729	DIAPH1
51706	CYB5R1
762	CA4
760	CA2
51167	CYB5R4
51700	CYB5R2
606495	CYB5RL
3294	HSD17B2
3292	HSD17B1
51170	HSD17B11
51171	HSD17B14
1936	EEF1D
1917	EEF1A2
327	APEH
22801	ITGA11
9378	NRXN1
3681	ITGAD
8038	ADAM12
1756	DMD
3791	KDR
22795	NID2
3682	ITGAE
4921	DDR2
9644	SH3PXD2A
8728	ADAM19
10319	LAMC3
2152	F3
2158	F9
7035	TFPI
2623	GATA1
91768	CABLES1
9732	DOCK4
55604	CARMIL1
80005	DOCK5
9927	MFN2
64145	RBSN
8165	AKAP1
10019	SH2B3
4602	MYB
4097	MAFG
11216	AKAP10
23764	MAFF
30846	EHD2
10603	SH2B2
3046	HBE1
7975	MAFK
3045	HBD
55669	MFN1
2624	GATA2
11311	VPS45
10938	EHD1
23468	CBX5
4778	NFE2
2627	GATA6
3705	ITPK1
23348	DOCK9
1795	DOCK3
55619	DOCK10
64780	MICAL1
30845	EHD3
23414	ZFPM2
221037	JMJD1C
57572	DOCK6
50808	AK3
85440	DOCK7
81704	DOCK8
81928	CABLES2
139818	DOCK11
161882	ZFPM1
140628	GATA5
7069	THRSP
84869	CBR4
9200	HACD1
26027	ACOT11
197322	ACSF3
2182	ACSL4
91452	ACBD5
9524	TECR
5538	PPT1
2181	ACSL3
10449	ACAA2
1622	DBI
1666	DECR1
788	SLC25A20
22880	MORC2
1376	CPT2
55856	ACOT13
23205	ACSBG1
11332	ACOT7
5467	PPARD
1632	ECI1
6576	SLC25A1
23305	ACSL6
201562	HACD2
27349	MCAT
7923	HSD17B8
283927	NUDT7
51495	HACD3
58526	MID1IP1
51703	ACSL5
58488	PCTP
80221	ACSF2
79777	ACBD4
6785	ELOVL4
55301	OLAH
80724	ACAD10
79966	SCD5
51179	HAO2
23597	ACOT9
81616	ACSBG2
11000	SLC27A3
84320	ACBD6
84693	MCEE
79993	ELOVL7
390916	NUDT19
401494	HACD4
134526	ACOT12
253017	TECRL
2205	FCER1A
7294	TXK
2206	MS4A2
7462	LAT2
63916	ELMO2
5337	PLD1
10006	ABI1
122618	PLD4
23646	PLD3
7456	WIPF1
10810	WASF3
8936	WASF1
4644	MYO5A
4620	MYH2
4771	NF2
10458	BAIAP2
10152	ABI2
10787	NCKAP1
2268	FGR
23191	CYFIP1
5338	PLD2
3071	NCKAP1L
147179	WIPF2
26999	CYFIP2
51517	NCKIPSD
10163	WASF2
84513	PLPP5
55845	BRK1
644150	WIPF3
196051	PLPP4
117144	CATSPER1
8747	ADAM21
284359	IZUMO1
79820	CATSPERB
5016	OVGP1
8748	ADAM20
2515	ADAM2
7783	ZP2
6677	SPAM1
113177	IZUMO4
57828	CATSPERG
11085	ADAM30
84329	HVCN1
347732	CATSPER3
57829	ZP4
257062	CATSPERD
157855	KCNU1
22917	ZP1
126123	IZUMO2
3730	ANOS1
7072	TIA1
4670	HNRNPM
3187	HNRNPH1
7073	TIAL1
5725	PTBP1
23543	RBFOX2
3178	HNRNPA1
9982	FGFBP1
83888	FGFBP2
143282	FGFBP3
53834	FGFRL1
2160	F11
5547	PRCP
2161	F12
2815	GP9
2811	GP1BA
2814	GP5
708	C1QBP
6830	SUPT6H
27125	AFF4
55677	IWS1
55840	EAF2
4300	MLLT3
4298	MLLT1
85403	EAF1
403314	APOBEC4
10930	APOBEC2
9582	APOBEC3B
339	APOBEC1
27350	APOBEC3C
29974	A1CF
231	AKR1B1
132158	GLYCTK
2768	GNA12
26086	GPSM1
6002	RGS12
8490	RGS5
6003	RGS13
8601	RGS20
5996	RGS1
63940	GPSM3
10636	RGS14
6001	RGS10
10287	RGS19
5999	RGS4
29899	GPSM2
6004	RGS16
353299	RGSL1
26166	RGS22
64407	RGS18
85397	RGS8
126006	PCP2
2869	GRK5
5997	RGS2
5998	RGS3
5332	PLCB4
2520	GAST
115557	ARHGEF25
5150	PDE7A
5151	PDE8A
8622	PDE8B
2870	GRK6
11245	GPR176
2838	GPR15
11250	GPR45
2843	GPR20
27115	PDE7B
2850	GPR27
2848	GPR25
2854	GPR32
10888	GPR83
53831	GPR84
26575	RGS17
146850	PIK3R6
5294	PIK3CG
23533	PIK3R5
2569	GABRR1
2570	GABRR2
200959	GABRR3
2555	GABRA2
2567	GABRG3
2561	GABRB2
2560	GABRB1
2566	GABRG2
2562	GABRB3
2558	GABRA5
2554	GABRA1
2559	GABRA6
2556	GABRA3
2557	GABRA4
55879	GABRQ
2572	GAD2
2571	GAD1
6529	SLC6A1
6540	SLC6A13
80331	DNAJC5
140679	SLC32A1
283209	PGM2L1
55276	PGM2
22901	ARSG
89978	DPH6
153642	ARSK
120526	DNAJC24
23463	ICMT
1725	DHPS
412	STS
410	ARSA
1802	DPH2
2677	GGCX
415	ARSE
414	ARSD
8858	PROZ
83475	DOHH
416	ARSF
79672	FN3KRP
51611	DPH5
64122	FN3K
79642	ARSJ
56648	EIF5A2
25870	SUMF2
285381	DPH3
92715	DPH7
285362	SUMF1
340075	ARSI
125111	GJD3
2701	GJA4
2705	GJB1
2707	GJB3
2709	GJB5
57165	GJC2
2703	GJA8
