NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE
APPBP2	null	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	0.2055546
LOC91149	null	LOC91149	-	0.20545958
MRM1	null	MRM1	mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae)	0.20535737
SIX5	null	SIX5	sine oculis homeobox homolog 5 (Drosophila)	0.20531598
CHERP	null	CHERP	calcium homeostasis endoplasmic reticulum protein	0.20515354
CNTFR	null	CNTFR	ciliary neurotrophic factor receptor	0.2051478
ZNF600	null	ZNF600	zinc finger protein 600	0.20510441
TRIM29	null	TRIM29	tripartite motif-containing 29	0.20509064
LMCD1	null	LMCD1	LIM and cysteine-rich domains 1	0.20507921
EEF1G /// LOC654007	null	null	null	0.2050521
LOC388565	null	null	null	0.2046585
RNF111	null	RNF111	ring finger protein 111	0.20436998
TUBE1	null	TUBE1	tubulin, epsilon 1	0.20436509
HAO2	null	HAO2	hydroxyacid oxidase 2 (long chain)	0.20427752
C1ORF26	null	C1ORF26	chromosome 1 open reading frame 26	0.20402522
NDUFA11	null	NDUFA11	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa	0.20392804
C3ORF39	null	C3ORF39	chromosome 3 open reading frame 39	0.20392711
IGHA1 /// IGHA2 ///	null	null	null	0.20378381
CIZ1	null	CIZ1	CDKN1A interacting zinc finger protein 1	0.20371845
TMEM16J	null	TMEM16J	transmembrane protein 16J	0.20330827
SNX15	null	SNX15	sorting nexin 15	0.2032922
PCCB	null	PCCB	propionyl Coenzyme A carboxylase, beta polypeptide	0.20298998
DTYMK /// LOC643109	null	null	null	0.20297053
NPY2R	null	NPY2R	neuropeptide Y receptor Y2	0.20289521
DIAPH1	null	DIAPH1	diaphanous homolog 1 (Drosophila)	0.2027721
LOC643197 /// LOC651	null	null	null	0.20263611
HOXC10	null	HOXC10	homeobox C10	0.20262519
CXORF24	null	CXORF24	chromosome X open reading frame 24	0.20248851
C21ORF108	null	C21ORF108	chromosome 21 open reading frame 108	0.20243417
ZYX	null	ZYX	zyxin	0.20210607
IGSF10	null	IGSF10	immunoglobulin superfamily, member 10	0.20193978
ITFG3	null	ITFG3	integrin alpha FG-GAP repeat containing 3	0.20155863
GNPTG	null	GNPTG	N-acetylglucosamine-1-phosphate transferase, gamma subunit	0.20145465
SOD1	null	SOD1	superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))	0.2013977
ZNRD1	null	ZNRD1	zinc ribbon domain containing 1	0.2013888
FMO1	null	FMO1	flavin containing monooxygenase 1	0.20113738
DNAJB5	null	DNAJB5	DnaJ (Hsp40) homolog, subfamily B, member 5	0.20092988
PDIA3	null	PDIA3	protein disulfide isomerase family A, member 3	0.20063798
RIPK3	null	RIPK3	receptor-interacting serine-threonine kinase 3	0.20054501
MC1R	null	MC1R	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)	0.20049983
BCAS2	null	BCAS2	breast carcinoma amplified sequence 2	0.20043346
NUSAP1	null	NUSAP1	nucleolar and spindle associated protein 1	0.20017469
DTX2	null	DTX2	deltex homolog 2 (Drosophila)	0.19995275
KIF15	null	KIF15	kinesin family member 15	0.19991176
FUT1	null	FUT1	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)	0.19988902
RSF1	null	RSF1	remodeling and spacing factor 1	0.1997342
IGF2R	null	IGF2R	insulin-like growth factor 2 receptor	0.19933861
CFL1	null	CFL1	cofilin 1 (non-muscle)	0.19920328
CORO2A	null	CORO2A	coronin, actin binding protein, 2A	0.19910419
CLPTM1L	null	CLPTM1L	CLPTM1-like	0.1988928
CXCL5	null	CXCL5	chemokine (C-X-C motif) ligand 5	0.19879748
CYP2A7P1	null	CYP2A7P1	cytochrome P450, family 2, subfamily A, polypeptide 7 pseudogene 1	0.19870855
KRTAP4-9	null	KRTAP4-9	keratin associated protein 4-9	0.19799556
SPTLC2	null	SPTLC2	serine palmitoyltransferase, long chain base subunit 2	0.19788441
KARS	null	KARS	lysyl-tRNA synthetase	0.19779709
HEY1	null	HEY1	hairy/enhancer-of-split related with YRPW motif 1	0.19769973
ZNF323	null	ZNF323	zinc finger protein 323	0.19767651
DPF2	null	DPF2	D4, zinc and double PHD fingers family 2	0.1976647
ZNF19	null	ZNF19	zinc finger protein 19	0.19764502
YARS	null	YARS	tyrosyl-tRNA synthetase	0.1974515
LOC255130 /// LOC647	null	null	null	0.19737938
CARD14	null	CARD14	caspase recruitment domain family, member 14	0.19695203
KRTAP9-9 /// KRTAP9-	null	null	null	0.19650288
CIRBP	null	CIRBP	cold inducible RNA binding protein	0.1964657
USP36	null	USP36	ubiquitin specific peptidase 36	0.19633736
TSPAN17	null	TSPAN17	tetraspanin 17	0.1962222
KLHL22	null	KLHL22	kelch-like 22 (Drosophila)	0.1959952
POLR3E	null	POLR3E	polymerase (RNA) III (DNA directed) polypeptide E (80kD)	0.19546571
CREM	null	CREM	cAMP responsive element modulator	0.19544563
CBARA1	null	CBARA1	calcium binding atopy-related autoantigen 1	0.19537933
LOC644298	null	null	null	0.1949765
LOC255130	null	LOC255130	-	0.19488524
PPM2C	null	PPM2C	protein phosphatase 2C, magnesium-dependent, catalytic subunit	0.19480155
PTMA /// FAM22F ///	null	null	null	0.19432788
SPBC25	null	SPBC25	spindle pole body component 25 homolog (S. cerevisiae)	0.19414549
THAP2	null	THAP2	THAP domain containing, apoptosis associated protein 2	0.19400738
FARSLB	null	FARSLB	phenylalanine-tRNA synthetase-like, beta subunit	0.19371149
MARK2	null	MARK2	MAP/microtubule affinity-regulating kinase 2	0.19370359
DNAJB12	null	DNAJB12	DnaJ (Hsp40) homolog, subfamily B, member 12	0.19362108
LRRC59	null	LRRC59	leucine rich repeat containing 59	0.193567
ZNF331	null	ZNF331	zinc finger protein 331	0.19353689
LOC440552	null	LOC440552	-	0.1933835
CASC3	null	CASC3	cancer susceptibility candidate 3	0.19329847
GPR61	null	GPR61	G protein-coupled receptor 61	0.19320218
SDHC	null	SDHC	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa	0.19310421
REXO1	null	REXO1	REX1, RNA exonuclease 1 homolog (S. cerevisiae)	0.19308932
LOC642821	null	null	null	0.19299823
GNS	null	GNS	glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)	0.19290815
PIGX	null	PIGX	phosphatidylinositol glycan anchor biosynthesis, class X	0.19281627
KIAA1652	null	KIAA1652	-	0.19271205
HPCAL4	null	HPCAL4	hippocalcin like 4	0.19240595
POR	null	POR	P450 (cytochrome) oxidoreductase	0.19214407
OR7A5	null	OR7A5	olfactory receptor, family 7, subfamily A, member 5	0.19161882
C11ORF24	null	C11ORF24	chromosome 11 open reading frame 24	0.19140187
PCOLN3	null	PCOLN3	procollagen (type III) N-endopeptidase	0.1913751
LOC128439	null	null	null	0.19129823
YIF1A	null	YIF1A	Yip1 interacting factor homolog A (S. cerevisiae)	0.19117194
COPA	null	COPA	coatomer protein complex, subunit alpha	0.19082314
WIPI1	null	WIPI1	WD repeat domain, phosphoinositide interacting 1	0.19071698
PTAR1	null	PTAR1	protein prenyltransferase alpha subunit repeat containing 1	0.1905521
LOC646509	null	LOC646509	-	0.19012758
RPS3A /// LOC439992	null	null	null	0.18981664
CP	null	CP	ceruloplasmin (ferroxidase)	0.18979162
TYRP1	null	TYRP1	tyrosinase-related protein 1	0.18971995
NPEPPS /// LOC649270	null	null	null	0.18952112
CD14	null	CD14	CD14 molecule	0.18951768
NAT9	null	NAT9	N-acetyltransferase 9	0.18947242
FAM65A	null	FAM65A	family with sequence similarity 65, member A	0.18931451
MALAT1	null	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	0.18913126
PCYOX1	null	PCYOX1	prenylcysteine oxidase 1	0.18895972
FLJ10815	null	FLJ10815	-	0.18868034
ADSSL1	null	ADSSL1	adenylosuccinate synthase like 1	0.18832235
GABRA6	null	GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	0.1881591
MRC1 /// MRC1L1	null	null	null	0.18800172
TCHP	null	TCHP	trichoplein, keratin filament binding	0.18762545
TBC1D10B	null	TBC1D10B	TBC1 domain family, member 10B	0.18752398
ZNF445	null	ZNF445	zinc finger protein 445	0.1871242
RAB3GAP2	null	RAB3GAP2	RAB3 GTPase activating protein subunit 2 (non-catalytic)	0.18690239
PABPC3 /// PABPC1 //	null	null	null	0.18656227
PRPF40B	null	PRPF40B	PRP40 pre-mRNA processing factor 40 homolog B (S. cerevisiae)	0.18632837
TEX14	null	TEX14	testis expressed sequence 14	0.18628179
PDE4DIP /// LOC64253	null	null	null	0.18624967
OR51I1	null	OR51I1	olfactory receptor, family 51, subfamily I, member 1	0.18614475
RBM12	null	RBM12	RNA binding motif protein 12	0.18577814
OSBP	null	OSBP	oxysterol binding protein	0.18575045
CKLF	null	CKLF	chemokine-like factor	0.18568216
LOC653242	null	null	null	0.18556578
RASSF4	null	RASSF4	Ras association (RalGDS/AF-6) domain family 4	0.18487008
MARCH9	null	MARCH9	membrane-associated ring finger (C3HC4) 9	0.18477406
RNF166	null	RNF166	ring finger protein 166	0.18445718
RSBN1	null	RSBN1	round spermatid basic protein 1	0.18419056
ZNF18	null	ZNF18	zinc finger protein 18	0.18391678
PIK3CB	null	PIK3CB	phosphoinositide-3-kinase, catalytic, beta polypeptide	0.18363185
SPPL2A	null	SPPL2A	-	0.18361634
EIF4G2	null	EIF4G2	eukaryotic translation initiation factor 4 gamma, 2	0.18356185
FLJ30672	null	FLJ30672	-	0.18352048
SLC12A4	null	SLC12A4	solute carrier family 12 (potassium/chloride transporters), member 4	0.18330538
TWIST1	null	TWIST1	twist homolog 1 (acrocephalosyndactyly 3; Saethre-Chotzen syndrome) (Drosophila)	0.18318288
PPGB	null	PPGB	protective protein for beta-galactosidase (galactosialidosis)	0.18309136
SELP	null	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	0.18304147
SERF1A /// SERF1B	null	null	null	0.1823683
CALCRL	null	CALCRL	calcitonin receptor-like	0.1822462
DGKQ	null	DGKQ	diacylglycerol kinase, theta 110kDa	0.1820679
BIN1	null	BIN1	bridging integrator 1	0.18183321
PSG2	null	PSG2	pregnancy specific beta-1-glycoprotein 2	0.1817928
KIAA1191	null	KIAA1191	KIAA1191	0.1817021
DHFR /// LOC643509 /	null	null	null	0.18147017
MTA1	null	MTA1	metastasis associated 1	0.18124212
RNF4	null	RNF4	ring finger protein 4	0.18118267
RPL10	null	RPL10	ribosomal protein L10	0.18112278
PPP1CC	null	PPP1CC	protein phosphatase 1, catalytic subunit, gamma isoform	0.18104002
NOL9	null	NOL9	nucleolar protein 9	0.18081039
FAM60A	null	FAM60A	family with sequence similarity 60, member A	0.1807478
AP3S1	null	AP3S1	adaptor-related protein complex 3, sigma 1 subunit	0.1804927
SFRS5	null	SFRS5	splicing factor, arginine/serine-rich 5	0.18042812
C4A	null	C4A	complement component 4A (Rodgers blood group)	0.18029417
SSR4	null	SSR4	signal sequence receptor, delta (translocon-associated protein delta)	0.18009685
FLJ14186	null	FLJ14186	-	0.1798637
TMEM110	null	TMEM110	transmembrane protein 110	0.17943047
SLC2A4RG	null	SLC2A4RG	SLC2A4 regulator	0.17932518
PABPC3	null	PABPC3	poly(A) binding protein, cytoplasmic 3	0.17905489
ASXL2	null	ASXL2	additional sex combs like 2 (Drosophila)	0.17904866
ZNF124	null	ZNF124	zinc finger protein 124	0.17894286
PABPC1	null	PABPC1	poly(A) binding protein, cytoplasmic 1	0.17893279
CTA-126B4.3	null	CTA-126B4.3	-	0.17892501
CG012	null	CG012	-	0.17882363
DNAJC14	null	DNAJC14	DnaJ (Hsp40) homolog, subfamily C, member 14	0.1787335
CEP27	null	CEP27	centrosomal protein 27kDa	0.17849936
C19ORF22	null	C19ORF22	chromosome 19 open reading frame 22	0.1782967
AOF2	null	AOF2	amine oxidase (flavin containing) domain 2	0.17783733
TTC19	null	TTC19	tetratricopeptide repeat domain 19	0.1777035
MPI	null	MPI	mannose phosphate isomerase	0.17768915
COPS5	null	COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	0.1775737
PAIP2	null	PAIP2	poly(A) binding protein interacting protein 2	0.17731328
RPL7 /// LOC389305 /	null	null	null	0.17721348
C21ORF99	null	C21ORF99	chromosome 21 open reading frame 99	0.17720482
C15ORF24	null	C15ORF24	chromosome 15 open reading frame 24	0.17708623
SCN4A	null	SCN4A	sodium channel, voltage-gated, type IV, alpha	0.17707801
SPINK2	null	SPINK2	serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)	0.17672473
ALG6	null	ALG6	asparagine-linked glycosylation 6 homolog (S. cerevisiae, alpha-1,3-glucosyltransferase)	0.17624544
LOC284263	null	LOC284263	-	0.17585085
CASP3	null	CASP3	caspase 3, apoptosis-related cysteine peptidase	0.17578295
LOC340239	null	LOC340239	-	0.17554176
IXL	null	IXL	intersex-like (Drosophila)	0.17539681
ADAM33	null	ADAM33	ADAM metallopeptidase domain 33	0.17539123
DNAL1	null	DNAL1	dynein, axonemal, light chain 1	0.17535883
FBXL10	null	FBXL10	F-box and leucine-rich repeat protein 10	0.17531084
RAB15	null	RAB15	RAB15, member RAS onocogene family	0.17517444
FAM44B	null	FAM44B	family with sequence similarity 44, member B	0.17496894
ACAD11	null	ACAD11	acyl-Coenzyme A dehydrogenase family, member 11	0.17485987
UNC13D	null	UNC13D	unc-13 homolog D (C. elegans)	0.17451614
NEK4	null	NEK4	NIMA (never in mitosis gene a)-related kinase 4	0.17428388
UNC50	null	UNC50	unc-50 homolog (C. elegans)	0.1740141
LRRC39	null	LRRC39	leucine rich repeat containing 39	0.17371748
FADS3	null	FADS3	fatty acid desaturase 3	0.17369509
IQSEC1	null	IQSEC1	IQ motif and Sec7 domain 1	0.17357813
FXR1	null	FXR1	fragile X mental retardation, autosomal homolog 1	0.17353475
C21ORF57	null	C21ORF57	chromosome 21 open reading frame 57	0.17340815
LOC286191	null	LOC286191	-	0.17334786
ASF1B	null	ASF1B	ASF1 anti-silencing function 1 homolog B (S. cerevisiae)	0.1731479
ACSBG2	null	ACSBG2	acyl-CoA synthetase bubblegum family member 2	0.1730719
SLC44A1	null	SLC44A1	solute carrier family 44, member 1	0.17306872
LSM3	null	LSM3	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)	0.1730147
BPESC1	null	BPESC1	blepharophimosis, epicanthus inversus and ptosis, candidate 1	0.17301434
LOC441261	null	LOC441261	-	0.17295866
NSDHL	null	NSDHL	NAD(P) dependent steroid dehydrogenase-like	0.17275694
CCDC75	null	CCDC75	coiled-coil domain containing 75	0.17268437
CD247	null	CD247	CD247 molecule	0.17261702
GTF3C3	null	GTF3C3	general transcription factor IIIC, polypeptide 3, 102kDa	0.17260155
RBM16	null	RBM16	RNA binding motif protein 16	0.17254572
SCAMP5	null	SCAMP5	secretory carrier membrane protein 5	0.1724958
LOC643287	null	LOC643287	-	0.17230716
CSPP1	null	CSPP1	centrosome and spindle pole associated protein 1	0.17222613
PCDHGA9	null	PCDHGA9	protocadherin gamma subfamily A, 9	0.17210966
PBXIP1	null	PBXIP1	pre-B-cell leukemia transcription factor interacting protein 1	0.17177416
HSD17B8	null	HSD17B8	hydroxysteroid (17-beta) dehydrogenase 8	0.17161757
SEMA5B	null	SEMA5B	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B	0.17139871
RASSF8	null	RASSF8	Ras association (RalGDS/AF-6) domain family 8	0.17130487
UBOX5	null	UBOX5	U-box domain containing 5	0.17120542
TMEM84	null	TMEM84	transmembrane protein 84	0.17099941
RNF121	null	RNF121	ring finger protein 121	0.17063059
MED6	null	MED6	mediator of RNA polymerase II transcription, subunit 6 homolog (S. cerevisiae)	0.17041281
ZNF518	null	ZNF518	zinc finger protein 518	0.16987273
C10ORF63	null	C10ORF63	chromosome 10 open reading frame 63	0.16969444
RRAGD	null	RRAGD	Ras-related GTP binding D	0.16966963
FLJ20920	null	FLJ20920	-	0.16954032
MAGEE2	null	MAGEE2	melanoma antigen family E, 2	0.1695274
MGC21874	null	MGC21874	-	0.16948757
C10ORF55	null	C10ORF55	chromosome 10 open reading frame 55	0.1693286
FAM8A1	null	FAM8A1	family with sequence similarity 8, member A1	0.16917296
RTF1	null	RTF1	Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	0.16912429
DVL2	null	DVL2	dishevelled, dsh homolog 2 (Drosophila)	0.16907945
MAB21L2	null	MAB21L2	mab-21-like 2 (C. elegans)	0.16906649
FLJ30277	null	FLJ30277	-	0.16902499
LOC196541	null	LOC196541	-	0.16886847
ARD1A	null	ARD1A	ARD1 homolog A, N-acetyltransferase (S. cerevisiae)	0.16879775
ADAT1	null	ADAT1	adenosine deaminase, tRNA-specific 1	0.16876313
LOC399746 /// LOC440	null	null	null	0.16874015
RPL28	null	RPL28	ribosomal protein L28	0.16869025
HEAB	null	HEAB	-	0.16833113
TYK2	null	TYK2	tyrosine kinase 2	0.16803013
LOC255374	null	LOC255374	-	0.16802162
SERTAD1	null	SERTAD1	SERTA domain containing 1	0.16797702
ARCN1	null	ARCN1	archain 1	0.16791004
C3ORF9	null	C3ORF9	chromosome 3 open reading frame 9	0.16787653
POLR2B	null	POLR2B	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	0.16783044
FH	null	FH	fumarate hydratase	0.16783024
SDHC /// LOC642502	null	null	null	0.16777755
LOC645355	null	LOC645355	-	0.16733861
NDUFS4	null	NDUFS4	NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)	0.16669601
LOC91316	null	LOC91316	-	0.16650388
MRPL38	null	MRPL38	mitochondrial ribosomal protein L38	0.16633952
RHBDD2	null	RHBDD2	rhomboid domain containing 2	0.1658627
C16ORF34	null	C16ORF34	chromosome 16 open reading frame 34	0.16570379
PAK3	null	PAK3	p21 (CDKN1A)-activated kinase 3	0.1655681
HNRPU	null	HNRPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	0.16553578
SNORA24	null	SNORA24	small nucleolar RNA, H/ACA box 24	0.16544077
TPT1	null	TPT1	tumor protein, translationally-controlled 1	0.16517568
C14ORF147	null	C14ORF147	chromosome 14 open reading frame 147	0.16504464
DKFZP434J1015 /// DK	null	null	null	0.16499859
LOC647070	null	LOC647070	-	0.1649395
KIAA1843	null	KIAA1843	-	0.16489574
LOC158301	null	LOC158301	-	0.16464677
CAMKK2	null	CAMKK2	calcium/calmodulin-dependent protein kinase kinase 2, beta	0.16441397
CDH24	null	CDH24	cadherin-like 24	0.16411456
FLJ20444	null	FLJ20444	-	0.16407041
POLS	null	POLS	polymerase (DNA directed) sigma	0.16405056
SUV39H2	null	SUV39H2	suppressor of variegation 3-9 homolog 2 (Drosophila)	0.16402191
MAP3K13	null	MAP3K13	mitogen-activated protein kinase kinase kinase 13	0.16392882
TMEM70	null	TMEM70	transmembrane protein 70	0.16380283
C1ORF55	null	C1ORF55	chromosome 1 open reading frame 55	0.16293377
C16ORF24	null	C16ORF24	chromosome 16 open reading frame 24	0.16282165
KCNIP2	null	KCNIP2	Kv channel interacting protein 2	0.16238697
FCRL3	null	FCRL3	Fc receptor-like 3	0.16231239
CCDC109A	null	CCDC109A	coiled-coil domain containing 109A	0.16224892
C9ORF6	null	C9ORF6	chromosome 9 open reading frame 6	0.16223297
LOC93622	null	LOC93622	-	0.16178954
MLL4	null	MLL4	-	0.16162984
RCC2	null	RCC2	regulator of chromosome condensation 2	0.16162544
MCM4	null	MCM4	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)	0.16101517
EXOSC8	null	EXOSC8	exosome component 8	0.16096757
ACTR5	null	ACTR5	ARP5 actin-related protein 5 homolog (yeast)	0.16087113
ENTPD4	null	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	0.16081516
ARPC5	null	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	0.1606079
MT2A	null	MT2A	metallothionein 2A	0.16055843
ZNF553	null	ZNF553	zinc finger protein 553	0.16015378
C15ORF44	null	C15ORF44	chromosome 15 open reading frame 44	0.15987863
KLK4	null	KLK4	kallikrein 4 (prostase, enamel matrix, prostate)	0.15973884
FLJ40869	null	FLJ40869	-	0.15972543
ZDHHC13	null	ZDHHC13	zinc finger, DHHC-type containing 13	0.15972199
OPA1	null	OPA1	optic atrophy 1 (autosomal dominant)	0.15967676
KIAA1509	null	KIAA1509	KIAA1509	0.15956022
FN3KRP	null	FN3KRP	-	0.15949485
ZNF548	null	ZNF548	zinc finger protein 548	0.15931123
C9ORF25	null	C9ORF25	chromosome 9 open reading frame 25	0.15914695
G6PC2	null	G6PC2	glucose-6-phosphatase, catalytic, 2	0.15910137
LOC650845	null	null	null	0.1589933
CCDC39	null	CCDC39	coiled-coil domain containing 39	0.15877812
NANS	null	NANS	N-acetylneuraminic acid synthase (sialic acid synthase)	0.15864412
PKN2	null	PKN2	protein kinase N2	0.15857252
NEK7	null	NEK7	NIMA (never in mitosis gene a)-related kinase 7	0.15850371
ZDHHC4	null	ZDHHC4	zinc finger, DHHC-type containing 4	0.15820433
TXNDC9	null	TXNDC9	thioredoxin domain containing 9	0.15740132
WDR76	null	WDR76	WD repeat domain 76	0.15727994
SMAD5	null	SMAD5	SMAD, mothers against DPP homolog 5 (Drosophila)	0.1570552
CRYZ	null	CRYZ	crystallin, zeta (quinone reductase)	0.15701984
LOC285831	null	LOC285831	-	0.15697853
VASH2	null	VASH2	vasohibin 2	0.15692261
PFKFB2	null	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	0.15667428
PRR11	null	PRR11	proline rich 11	0.15629524
PCDHA2	null	PCDHA2	protocadherin alpha 2	0.15628308
C9ORF140	null	C9ORF140	chromosome 9 open reading frame 140	0.15624252
SLC17A7	null	SLC17A7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	0.15619755
H2-ALPHA	null	H2-ALPHA	-	0.15600467
RNF19	null	RNF19	ring finger protein 19	0.15592834
SLC25A35	null	SLC25A35	solute carrier family 25, member 35	0.15578201
ZBTB3	null	ZBTB3	zinc finger and BTB domain containing 3	0.15552543
LOC643396	null	null	null	0.15542077
RAP2A /// RAP2B	null	null	null	0.15486816
RAD51L3	null	RAD51L3	RAD51-like 3 (S. cerevisiae)	0.15480489
MAK	null	MAK	male germ cell-associated kinase	0.154798
SUHW4	null	SUHW4	suppressor of hairy wing homolog 4 (Drosophila)	0.15454951
HIVEP3	null	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3	0.15451117
C11ORF73	null	C11ORF73	chromosome 11 open reading frame 73	0.15438262
USP16	null	USP16	ubiquitin specific peptidase 16	0.15382695
WHSC2	null	WHSC2	Wolf-Hirschhorn syndrome candidate 2	0.15349911
TM4SF18	null	TM4SF18	transmembrane 4 L six family member 18	0.15329242
PTRH2	null	PTRH2	peptidyl-tRNA hydrolase 2	0.15317325
PCBP4	null	PCBP4	poly(rC) binding protein 4	0.1530484
FLOT1	null	FLOT1	flotillin 1	0.15300825
INTS4	null	INTS4	integrator complex subunit 4	0.15298133
GEMIN7	null	GEMIN7	gem (nuclear organelle) associated protein 7	0.15290856
POLR2K	null	POLR2K	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa	0.15272334
ARL17P1 /// LOC64152	null	null	null	0.15271722
ZNF438	null	ZNF438	zinc finger protein 438	0.15269189
HNRPUL1	null	HNRPUL1	heterogeneous nuclear ribonucleoprotein U-like 1	0.15265416
FEZ2	null	FEZ2	fasciculation and elongation protein zeta 2 (zygin II)	0.1516067
ANAPC7	null	ANAPC7	anaphase promoting complex subunit 7	0.15077913
USP7	null	USP7	ubiquitin specific peptidase 7 (herpes virus-associated)	0.15045302
HAPLN3	null	HAPLN3	hyaluronan and proteoglycan link protein 3	0.15035163
DLEU2 /// RFP2OS	null	null	null	0.15012339
LRRC37A	null	LRRC37A	leucine rich repeat containing 37A	0.15000962
FAM18B2	null	FAM18B2	family with sequence similarity 18, member B2	0.14972498
PKHD1	null	PKHD1	polycystic kidney and hepatic disease 1 (autosomal recessive)	0.14932986
KIAA0247	null	KIAA0247	KIAA0247	0.14905971
MKRN3	null	MKRN3	makorin, ring finger protein, 3	0.14902654
EME2	null	EME2	essential meiotic endonuclease 1 homolog 2 (S. pombe)	0.14891323
SFRS2	null	SFRS2	splicing factor, arginine/serine-rich 2	0.14890291
TSPAN10	null	TSPAN10	tetraspanin 10	0.14815141
JMJD1A	null	JMJD1A	jumonji domain containing 1A	0.14794521
EEF1A1 /// LOC440595	null	null	null	0.14780179
HHAT	null	HHAT	hedgehog acyltransferase	0.14723831
CMTM8	null	CMTM8	CKLF-like MARVEL transmembrane domain containing 8	0.14715505
COBRA1	null	COBRA1	-	0.1471244
LOC348817	null	LOC348817	-	0.14707899
MMACHC	null	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	0.14701092
CEBPG	null	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma	0.14685382
TMOD3	null	TMOD3	tropomodulin 3 (ubiquitous)	0.1467701
C8ORF14	null	C8ORF14	chromosome 8 open reading frame 14	0.14641024
RBBP4 /// LOC642954	null	null	null	0.14612642
TMEM58	null	TMEM58	transmembrane protein 58	0.14607865
LOC400723 /// LOC400	null	null	null	0.14603788
ZNF165	null	ZNF165	zinc finger protein 165	0.14597373
LOC401070	null	LOC401070	-	0.14596355
ZNF614	null	ZNF614	zinc finger protein 614	0.14458758
CD38	null	CD38	CD38 molecule	0.14448352
IQWD1	null	IQWD1	IQ motif and WD repeats 1	0.14417288
CDC34	null	CDC34	cell division cycle 34	0.14409366
PDPN	null	PDPN	podoplanin	0.14335082
ZFYVE1	null	ZFYVE1	zinc finger, FYVE domain containing 1	0.14331146
REG4	null	REG4	regenerating islet-derived family, member 4	0.143199
APAF1	null	APAF1	apoptotic peptidase activating factor	0.1431611
CTA-126B4.3 /// DJ22	null	null	null	0.14311482
MGC4771	null	MGC4771	-	0.14270413
ELF3	null	ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	0.14256307
FAM124B	null	FAM124B	family with sequence similarity 124B	0.14246097
CSNK1A1	null	CSNK1A1	casein kinase 1, alpha 1	0.14215435
RPS3A	null	RPS3A	ribosomal protein S3A	0.14212288
VAPB	null	VAPB	VAMP (vesicle-associated membrane protein)-associated protein B and C	0.14204937
CKB	null	CKB	creatine kinase, brain	0.141732
LOC92345	null	LOC92345	-	0.14140564
C2ORF30	null	C2ORF30	chromosome 2 open reading frame 30	0.14116792
LOC148137	null	null	null	0.14101815
LOC646222	null	null	null	0.14091967
BAD	null	BAD	BCL2-antagonist of cell death	0.14068072
ALG14	null	ALG14	asparagine-linked glycosylation 14 homolog (yeast)	0.14064981
ARPC1B /// LOC653888	null	null	null	0.14058936
RGSL2	null	RGSL2	regulator of G-protein signalling like 2	0.14046818
CDK5RAP1	null	CDK5RAP1	CDK5 regulatory subunit associated protein 1	0.14033344
LOC92691	null	null	null	0.13976407
UBXD2	null	UBXD2	UBX domain containing 2	0.13974805
AVIL	null	AVIL	advillin	0.13961309
RPP38	null	RPP38	ribonuclease P/MRP 38kDa subunit	0.13960892
FLJ23356	null	FLJ23356	-	0.1395888
SLC25A3	null	SLC25A3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	0.13951673
VAV3	null	VAV3	vav 3 oncogene	0.13938352
KIAA1975	null	KIAA1975	-	0.13921688
PART1	null	PART1	-	0.13877922
SCML1	null	SCML1	sex comb on midleg-like 1 (Drosophila)	0.13863721
DJ222E13.2	null	DJ222E13.2	-	0.13859157
