NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE
TSPAN15	null	TSPAN15	tetraspanin 15	1.7377777
FLJ43489	null	FLJ43489	-	1.7371557
SYNPR	null	SYNPR	synaptoporin	1.7367322
GSR	null	GSR	glutathione reductase	1.7358463
IMPA2	null	IMPA2	inositol(myo)-1(or 4)-monophosphatase 2	1.7323551
CCNI	null	CCNI	cyclin I	1.7313875
CYFIP1	null	CYFIP1	cytoplasmic FMR1 interacting protein 1	1.7303693
FLJ39653	null	FLJ39653	-	1.727903
SLC37A1	null	SLC37A1	solute carrier family 37 (glycerol-3-phosphate transporter), member 1	1.7262897
C8ORF61	null	C8ORF61	chromosome 8 open reading frame 61	1.7262716
SYK	null	SYK	spleen tyrosine kinase	1.7261336
C6ORF61	null	C6ORF61	chromosome 6 open reading frame 61	1.7253731
INPPL1	null	INPPL1	inositol polyphosphate phosphatase-like 1	1.7250683
LOC390927	null	null	null	1.7243603
CDCA7L	null	CDCA7L	cell division cycle associated 7-like	1.7241673
FUK	null	FUK	fucokinase	1.7227708
LRIG1	null	LRIG1	leucine-rich repeats and immunoglobulin-like domains 1	1.7212987
C1ORF93	null	C1ORF93	chromosome 1 open reading frame 93	1.7206143
GSN	null	GSN	gelsolin (amyloidosis, Finnish type)	1.7203472
FBXL11	null	FBXL11	F-box and leucine-rich repeat protein 11	1.7197076
KCNAB1	null	KCNAB1	potassium voltage-gated channel, shaker-related subfamily, beta member 1	1.7196062
LOC400657	null	LOC400657	-	1.7189536
POLA2	null	POLA2	polymerase (DNA directed), alpha 2 (70kD subunit)	1.7184614
ZNF26	null	ZNF26	zinc finger protein 26	1.7176356
TLE3	null	TLE3	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)	1.7166891
TMPRSS13	null	TMPRSS13	transmembrane protease, serine 13	1.7166042
ZADH1	null	ZADH1	zinc binding alcohol dehydrogenase, domain containing 1	1.7159612
NMNAT1	null	NMNAT1	nicotinamide nucleotide adenylyltransferase 1	1.7152417
C8ORF70	null	C8ORF70	chromosome 8 open reading frame 70	1.7147956
C6ORF85	null	C6ORF85	chromosome 6 open reading frame 85	1.7140129
PHF16	null	PHF16	PHD finger protein 16	1.7136939
ENDOG	null	ENDOG	endonuclease G	1.7128325
CACNA2D2	null	CACNA2D2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	1.7122842
SLC2A8	null	SLC2A8	solute carrier family 2, (facilitated glucose transporter) member 8	1.7114508
ZNF573	null	ZNF573	zinc finger protein 573	1.7098047
MLSTD1	null	MLSTD1	male sterility domain containing 1	1.7089871
LPIN2	null	LPIN2	lipin 2	1.708834
DDIT3	null	DDIT3	DNA-damage-inducible transcript 3	1.7069702
SCML1	null	SCML1	sex comb on midleg-like 1 (Drosophila)	1.70486
ASPSCR1	null	ASPSCR1	alveolar soft part sarcoma chromosome region, candidate 1	1.7042416
PDGFA	null	PDGFA	platelet-derived growth factor alpha polypeptide	1.7034806
LOC150759	null	LOC150759	-	1.7028917
TRUB2	null	TRUB2	TruB pseudouridine (psi) synthase homolog 2 (E. coli)	1.7018944
CLEC2D	null	CLEC2D	C-type lectin domain family 2, member D	1.7013484
PMS2L2	null	PMS2L2	postmeiotic segregation increased 2-like 2	1.7009296
DHRS4	null	DHRS4	dehydrogenase/reductase (SDR family) member 4	1.7002752
DBN1	null	DBN1	drebrin 1	1.7002249
SLC25A36	null	SLC25A36	solute carrier family 25, member 36	1.6994162
CCDC130	null	CCDC130	coiled-coil domain containing 130	1.6981789
C20ORF175	null	C20ORF175	chromosome 20 open reading frame 175	1.6950599
AMPD3	null	AMPD3	adenosine monophosphate deaminase (isoform E)	1.6937518
C14ORF93	null	C14ORF93	chromosome 14 open reading frame 93	1.6900843
PRO1073	null	PRO1073	-	1.6899989
MGC17330	null	MGC17330	-	1.6854658
ZKSCAN1	null	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	1.6833538
PPP1R14D	null	PPP1R14D	protein phosphatase 1, regulatory (inhibitor) subunit 14D	1.6821251
MLF1IP	null	MLF1IP	MLF1 interacting protein	1.6814816
TSPAN13	null	TSPAN13	tetraspanin 13	1.6812742
ITPKC	null	ITPKC	inositol 1,4,5-trisphosphate 3-kinase C	1.6807556
TP53I11	null	TP53I11	tumor protein p53 inducible protein 11	1.6806792
HES4	null	HES4	hairy and enhancer of split 4 (Drosophila)	1.6800643
KIAA1549	null	KIAA1549	-	1.6799839
YY2	null	YY2	YY2 transcription factor	1.6773012
PTP4A3	null	PTP4A3	protein tyrosine phosphatase type IVA, member 3	1.675855
VDR	null	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	1.6757303
SHC2	null	SHC2	SHC (Src homology 2 domain containing) transforming protein 2	1.6751647
SRMS	null	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	1.6750798
SLC25A10	null	SLC25A10	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10	1.6746601
LOC154761	null	LOC154761	-	1.6741307
C11ORF2	null	C11ORF2	chromosome 11 open reading frame2	1.6731677
C14ORF125	null	C14ORF125	chromosome 14 open reading frame 125	1.6695155
TMEM30B	null	TMEM30B	transmembrane protein 30B	1.6670923
CG012	null	CG012	-	1.6654987
KIAA1679	null	KIAA1679	-	1.6644601
ZNF44	null	ZNF44	zinc finger protein 44	1.6633748
SET /// LOC642869	null	null	null	1.6623758
HOXC6	null	HOXC6	homeobox C6	1.6620188
IGSF4	null	IGSF4	immunoglobulin superfamily, member 4	1.6617615
LOC606495	null	LOC606495	-	1.660438
DKFZP586P0123	null	DKFZP586P0123	-	1.6602114
RAB38	null	RAB38	RAB38, member RAS oncogene family	1.6599958
KLHL22	null	KLHL22	kelch-like 22 (Drosophila)	1.6583992
WDR5B	null	WDR5B	WD repeat domain 5B	1.6580166
MGC26356	null	MGC26356	-	1.6565621
LOC144097	null	LOC144097	-	1.6554248
OLFML1	null	OLFML1	olfactomedin-like 1	1.655049
SYNE2	null	SYNE2	spectrin repeat containing, nuclear envelope 2	1.6542512
CDKL5	null	CDKL5	cyclin-dependent kinase-like 5	1.6538217
ARFGEF2	null	ARFGEF2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	1.6520492
GBAS	null	GBAS	glioblastoma amplified sequence	1.6493951
MTSS1	null	MTSS1	metastasis suppressor 1	1.6492677
SLC2A13	null	SLC2A13	solute carrier family 2 (facilitated glucose transporter), member 13	1.6486357
FAM89B	null	FAM89B	family with sequence similarity 89, member B	1.6482224
DDAH2	null	DDAH2	dimethylarginine dimethylaminohydrolase 2	1.6450201
B3GNT5	null	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	1.6442969
ODZ4	null	ODZ4	odz, odd Oz/ten-m homolog 4 (Drosophila)	1.6428639
TMEM137	null	TMEM137	transmembrane protein 137	1.641647
C10ORF58	null	C10ORF58	chromosome 10 open reading frame 58	1.6411637
ZBTB43	null	ZBTB43	zinc finger and BTB domain containing 43	1.6400726
ZNF420	null	ZNF420	zinc finger protein 420	1.6386241
C5	null	C5	complement component 5	1.6381611
APOBEC3B	null	APOBEC3B	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B	1.6369672
OXA1L	null	OXA1L	oxidase (cytochrome c) assembly 1-like	1.6365525
SLC9A3R1	null	SLC9A3R1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	1.6364731
CIZ1	null	CIZ1	CDKN1A interacting zinc finger protein 1	1.6362717
FLJ38773	null	FLJ38773	-	1.6348258
NAPRT1	null	NAPRT1	nicotinate phosphoribosyltransferase domain containing 1	1.634658
PRKD1	null	PRKD1	protein kinase D1	1.6334916
RBED1	null	RBED1	RNA binding motif and ELMO/CED-12 domain 1	1.6322314
DOCK11	null	DOCK11	dedicator of cytokinesis 11	1.632067
SDSL	null	SDSL	serine dehydratase-like	1.6306754
MGC3207	null	MGC3207	-	1.6298528
THSD4	null	THSD4	thrombospondin, type I, domain containing 4	1.628979
FLJ32065	null	FLJ32065	-	1.6286538
MGC17403	null	MGC17403	-	1.6273198
CHD8	null	CHD8	chromodomain helicase DNA binding protein 8	1.6271967
HS6ST3	null	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	1.626495
LOC90113	null	LOC90113	-	1.6264231
BAZ1A	null	BAZ1A	bromodomain adjacent to zinc finger domain, 1A	1.6259359
PP8961	null	PP8961	-	1.6258178
ZNF436	null	ZNF436	zinc finger protein 436	1.6255656
PAR5 /// SNORD108 //	null	null	null	1.6246157
GPC2	null	GPC2	glypican 2 (cerebroglycan)	1.6243232
LRRCC1	null	LRRCC1	leucine rich repeat and coiled-coil domain containing 1	1.6234504
SYTL5	null	SYTL5	synaptotagmin-like 5	1.6232935
ZFP64	null	ZFP64	zinc finger protein 64 homolog (mouse)	1.6224055
RPL17 /// LOC642250	null	null	null	1.6221735
C12ORF22	null	C12ORF22	chromosome 12 open reading frame 22	1.6215857
FGD1	null	FGD1	FYVE, RhoGEF and PH domain containing 1 (faciogenital dysplasia)	1.6173298
FAM77C	null	FAM77C	family with sequence similarity 77, member C	1.6162523
MYLIP	null	MYLIP	myosin regulatory light chain interacting protein	1.6162455
MYO1D	null	MYO1D	myosin ID	1.6158158
CISH	null	CISH	cytokine inducible SH2-containing protein	1.6144316
MAL2	null	MAL2	mal, T-cell differentiation protein 2	1.6141119
ZNF435	null	ZNF435	zinc finger protein 435	1.612323
VPS37C	null	VPS37C	vacuolar protein sorting 37 homolog C (S. cerevisiae)	1.611433
DAK	null	DAK	dihydroxyacetone kinase 2 homolog (S. cerevisiae)	1.6109973
BAMBI	null	BAMBI	BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)	1.6108909
AURKA	null	AURKA	aurora kinase A	1.6102135
C1ORF115	null	C1ORF115	chromosome 1 open reading frame 115	1.6094997
MGST1	null	MGST1	microsomal glutathione S-transferase 1	1.6089379
LOC148203	null	null	null	1.6082428
QDPR	null	QDPR	quinoid dihydropteridine reductase	1.6082275
CYP4X1	null	CYP4X1	cytochrome P450, family 4, subfamily X, polypeptide 1	1.6076562
NR2F6	null	NR2F6	nuclear receptor subfamily 2, group F, member 6	1.6074936
ZNF577	null	ZNF577	zinc finger protein 577	1.6072475
DKFZP761B107	null	DKFZP761B107	-	1.6064743
KCNV1	null	KCNV1	potassium channel, subfamily V, member 1	1.605791
LANCL2	null	LANCL2	LanC lantibiotic synthetase component C-like 2 (bacterial)	1.604796
ZNF626	null	ZNF626	zinc finger protein 626	1.6042737
AIM1	null	AIM1	absent in melanoma 1	1.6032914
RHOT1	null	RHOT1	ras homolog gene family, member T1	1.6007385
MICALCL	null	MICALCL	MICAL C-terminal like	1.5986516
LRP3	null	LRP3	low density lipoprotein receptor-related protein 3	1.5983493
KIAA0460	null	KIAA0460	KIAA0460	1.5951993
LOC284739	null	null	null	1.5942496
KIAA1546	null	KIAA1546	KIAA1546	1.5930983
WDR7	null	WDR7	WD repeat domain 7	1.5927843
HPX	null	HPX	hemopexin	1.5917422
CAMKK1	null	CAMKK1	calcium/calmodulin-dependent protein kinase kinase 1, alpha	1.5913513
SPIN3	null	SPIN3	spindlin family, member 3	1.5907831
ANKRD22	null	ANKRD22	ankyrin repeat domain 22	1.5906332
LOC647262 /// LOC647	null	null	null	1.5904002
FZD3	null	FZD3	frizzled homolog 3 (Drosophila)	1.5895141
BAD	null	BAD	BCL2-antagonist of cell death	1.5887247
MIPOL1	null	MIPOL1	mirror-image polydactyly 1	1.5881027
ZNF266	null	ZNF266	zinc finger protein 266	1.588088
EFCAB4A	null	EFCAB4A	EF-hand calcium binding domain 4A	1.5874491
GM632	null	GM632	-	1.5865175
BRI3BP	null	BRI3BP	BRI3 binding protein	1.5860864
KCNJ13	null	KCNJ13	potassium inwardly-rectifying channel, subfamily J, member 13	1.5857397
GNA13	null	GNA13	guanine nucleotide binding protein (G protein), alpha 13	1.5853838
AHCTF1	null	AHCTF1	AT hook containing transcription factor 1	1.5839156
CREB5	null	CREB5	cAMP responsive element binding protein 5	1.5833391
FAIM	null	FAIM	Fas apoptotic inhibitory molecule	1.5831296
PCK2	null	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	1.5830463
KIAA1407	null	KIAA1407	KIAA1407	1.5824174
LOC284352	null	LOC284352	-	1.5762902
LZTS2	null	LZTS2	leucine zipper, putative tumor suppressor 2	1.5757673
GALT	null	GALT	galactose-1-phosphate uridylyltransferase	1.5739486
SLC25A21	null	SLC25A21	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21	1.5737523
ZXDB	null	ZXDB	zinc finger, X-linked, duplicated B	1.5734462
RUFY2	null	RUFY2	RUN and FYVE domain containing 2	1.5727605
SERINC3	null	SERINC3	serine incorporator 3	1.5724975
TPK1	null	TPK1	thiamin pyrophosphokinase 1	1.5723218
SIX1	null	SIX1	sine oculis homeobox homolog 1 (Drosophila)	1.5721626
WIZ	null	WIZ	-	1.5719949
GTPBP6	null	GTPBP6	GTP binding protein 6 (putative)	1.5717666
KRT7	null	KRT7	keratin 7	1.5714781
UGT2B15	null	UGT2B15	UDP glucuronosyltransferase 2 family, polypeptide B15	1.571327
ZNF43	null	ZNF43	zinc finger protein 43	1.5702803
DARS2	null	DARS2	aspartyl-tRNA synthetase 2 (mitochondrial)	1.5702536
ZNF549	null	ZNF549	zinc finger protein 549	1.5674502
SOX12	null	SOX12	SRY (sex determining region Y)-box 12	1.5671412
MLL3 /// BAGE5 /// B	null	null	null	1.5669857
ZNRF2	null	ZNRF2	zinc and ring finger 2	1.565607
WDR21A	null	WDR21A	WD repeat domain 21A	1.5651497
EME2	null	EME2	essential meiotic endonuclease 1 homolog 2 (S. pombe)	1.5639218
PRPF19	null	PRPF19	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae)	1.5635853
C6ORF164	null	C6ORF164	chromosome 6 open reading frame 164	1.5634451
FLJ10916	null	FLJ10916	-	1.5625234
PHKA2	null	PHKA2	phosphorylase kinase, alpha 2 (liver)	1.561581
PPARGC1A	null	PPARGC1A	peroxisome proliferative activated receptor, gamma, coactivator 1, alpha	1.5613676
PLCD4	null	PLCD4	phospholipase C, delta 4	1.5605397
LOC644033	null	null	null	1.5598419
ARL2	null	ARL2	ADP-ribosylation factor-like 2	1.5593576
FOXP4	null	FOXP4	forkhead box P4	1.5589387
RAB6A /// RAB6C	null	null	null	1.5584682
PRPS2	null	PRPS2	phosphoribosyl pyrophosphate synthetase 2	1.5581707
C3ORF52	null	C3ORF52	chromosome 3 open reading frame 52	1.5550592
FXC1	null	FXC1	fracture callus 1 homolog (rat)	1.5536575
DOPEY2	null	DOPEY2	dopey family member 2	1.5533613
LOC441383	null	LOC441383	-	1.5510944
KIAA0738 /// LOC6531	null	null	null	1.5507516
FIGNL1	null	FIGNL1	fidgetin-like 1	1.5480983
FLJ13195	null	FLJ13195	-	1.5475904
ZNF407	null	ZNF407	zinc finger protein 407	1.5470855
BCL2	null	BCL2	B-cell CLL/lymphoma 2	1.5450346
VEPH1	null	VEPH1	ventricular zone expressed PH domain homolog 1 (zebrafish)	1.5439746
PTPRN2	null	PTPRN2	protein tyrosine phosphatase, receptor type, N polypeptide 2	1.5438789
C3ORF62	null	C3ORF62	chromosome 3 open reading frame 62	1.5416508
FAM102A	null	FAM102A	family with sequence similarity 102, member A	1.5412673
OPN3	null	OPN3	opsin 3 (encephalopsin, panopsin)	1.5407457
LOC90499	null	LOC90499	-	1.5396237
GPS1	null	GPS1	G protein pathway suppressor 1	1.5395322
TNFRSF19L	null	TNFRSF19L	tumor necrosis factor receptor superfamily, member 19-like	1.5381522
HDHD1A	null	HDHD1A	haloacid dehalogenase-like hydrolase domain containing 1A	1.537862
DYM	null	DYM	dymeclin	1.5366467
ZFPL1	null	ZFPL1	zinc finger protein-like 1	1.5356914
C9ORF74	null	C9ORF74	chromosome 9 open reading frame 74	1.5345725
ODF2	null	ODF2	outer dense fiber of sperm tails 2	1.5343612
LOC163131 /// LOC284	null	null	null	1.531902
SLC27A4	null	SLC27A4	solute carrier family 27 (fatty acid transporter), member 4	1.5309411
ZNF84	null	ZNF84	zinc finger protein 84	1.5294237
LOC643918 /// LOC647	null	null	null	1.5288019
PVALB	null	PVALB	parvalbumin	1.528001
XBP1	null	XBP1	X-box binding protein 1	1.5271406
TMEM142A	null	TMEM142A	transmembrane protein 142A	1.526826
RAB6A	null	RAB6A	RAB6A, member RAS oncogene family	1.5258274
MLH3	null	MLH3	mutL homolog 3 (E. coli)	1.5246274
ARHGDIG	null	ARHGDIG	Rho GDP dissociation inhibitor (GDI) gamma	1.5242914
ATG4B /// LOC653202	null	null	null	1.5242246
DNM2	null	DNM2	dynamin 2	1.5241522
TLCD1	null	TLCD1	TLC domain containing 1	1.523056
ING2	null	ING2	inhibitor of growth family, member 2	1.5214012
HDAC6	null	HDAC6	histone deacetylase 6	1.5213996
NAP5	null	NAP5	-	1.5208094
TSPAN14	null	TSPAN14	tetraspanin 14	1.5198836
PMF1	null	PMF1	polyamine-modulated factor 1	1.5196371
ZNF260	null	ZNF260	zinc finger protein 260	1.5193825
ZNF93	null	ZNF93	zinc finger protein 93	1.5187768
C1ORF71	null	C1ORF71	chromosome 1 open reading frame 71	1.5182536
TTC30A	null	TTC30A	tetratricopeptide repeat domain 30A	1.5179484
ERMAP	null	ERMAP	erythroblast membrane-associated protein (Scianna blood group)	1.5177609
AFG3L2	null	AFG3L2	AFG3 ATPase family gene 3-like 2 (yeast)	1.516636
HDGFRP3	null	HDGFRP3	-	1.5127635
C9ORF164	null	C9ORF164	chromosome 9 open reading frame 164	1.5126544
RKHD1	null	RKHD1	ring finger and KH domain containing 1	1.5126419
MGC13379	null	MGC13379	-	1.512455
TNPO2	null	TNPO2	transportin 2 (importin 3, karyopherin beta 2b)	1.5114
NGFRAP1	null	NGFRAP1	nerve growth factor receptor (TNFRSF16) associated protein 1	1.510744
UCK1	null	UCK1	uridine-cytidine kinase 1	1.5105767
C8ORF55	null	C8ORF55	chromosome 8 open reading frame 55	1.5094405
PRKCH	null	PRKCH	protein kinase C, eta	1.508977
MMP17	null	MMP17	matrix metallopeptidase 17 (membrane-inserted)	1.5073298
PMS2L4	null	PMS2L4	postmeiotic segregation increased 2-like 4	1.5069782
TPD52L1	null	TPD52L1	tumor protein D52-like 1	1.5064479
ERGIC1	null	ERGIC1	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1	1.5056165
GOLGA8B	null	GOLGA8B	golgi autoantigen, golgin subfamily a, 8B	1.5051365
ANKRD42	null	ANKRD42	ankyrin repeat domain 42	1.5041431
CSNK1D	null	CSNK1D	casein kinase 1, delta	1.5028701
P15RS	null	P15RS	-	1.5014951
ZC3HAV1L	null	ZC3HAV1L	zinc finger CCCH-type, antiviral 1-like	1.5012294
BPHL	null	BPHL	biphenyl hydrolase-like (serine hydrolase; breast epithelial mucin-associated antigen)	1.5010393
SERINC2	null	SERINC2	serine incorporator 2	1.5006388
PEPD	null	PEPD	peptidase D	1.4992164
NOVA1	null	NOVA1	neuro-oncological ventral antigen 1	1.49839
SMO	null	SMO	smoothened homolog (Drosophila)	1.4983766
RIMS2	null	RIMS2	regulating synaptic membrane exocytosis 2	1.4978662
PCCB	null	PCCB	propionyl Coenzyme A carboxylase, beta polypeptide	1.4973906
CCDC111	null	CCDC111	coiled-coil domain containing 111	1.4959772
ACIN1	null	ACIN1	apoptotic chromatin condensation inducer 1	1.494191
RBM4B	null	RBM4B	RNA binding motif protein 4B	1.4925234
LOC644242 /// LOC650	null	null	null	1.4921247
TRAPPC2	null	TRAPPC2	trafficking protein particle complex 2	1.4909315
RALA	null	RALA	v-ral simian leukemia viral oncogene homolog A (ras related)	1.4898204
DNAJC15	null	DNAJC15	DnaJ (Hsp40) homolog, subfamily C, member 15	1.4889562
RBPMS	null	RBPMS	RNA binding protein with multiple splicing	1.4878464
LOC115648 /// LOC148	null	null	null	1.4859453
G3BP2	null	G3BP2	-	1.4854966
GPR77	null	GPR77	G protein-coupled receptor 77	1.4846494
STIP1	null	STIP1	stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)	1.4829537
SLC2A4RG	null	SLC2A4RG	SLC2A4 regulator	1.481017
LOC284701 /// FLJ141	null	null	null	1.4798497
BRF1	null	BRF1	BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)	1.4793711
RAB2B	null	RAB2B	RAB2B, member RAS oncogene family	1.4791989
C2ORF15	null	C2ORF15	chromosome 2 open reading frame 15	1.4789895
PTK6	null	PTK6	PTK6 protein tyrosine kinase 6	1.4788969
DOLPP1	null	DOLPP1	dolichyl pyrophosphate phosphatase 1	1.4780542
FAM73B	null	FAM73B	family with sequence similarity 73, member B	1.4774812
CCDC64	null	CCDC64	coiled-coil domain containing 64	1.4751556
SYTL2	null	SYTL2	synaptotagmin-like 2	1.473044
BAGE4 /// BAGE2	null	null	null	1.4726324
C20ORF119	null	C20ORF119	chromosome 20 open reading frame 119	1.4725153
DDX51	null	DDX51	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	1.4711607
GGPS1	null	GGPS1	geranylgeranyl diphosphate synthase 1	1.4711578
MGAT4A	null	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A	1.4708136
GOLGA8A /// GOLGA8B	null	null	null	1.4707762
ZNF700	null	ZNF700	zinc finger protein 700	1.4706681
RBM4	null	RBM4	RNA binding motif protein 4	1.4706584
LOC643072	null	LOC643072	-	1.4690922
TMEM133	null	TMEM133	transmembrane protein 133	1.4688878
SFT2D3	null	SFT2D3	SFT2 domain containing 3	1.4674942
LOC653086 /// LOC653	null	null	null	1.4674623
C17ORF42	null	C17ORF42	chromosome 17 open reading frame 42	1.4672289
DNAJC17	null	DNAJC17	DnaJ (Hsp40) homolog, subfamily C, member 17	1.466807
OGDH	null	OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	1.4655167
DHRS13	null	DHRS13	dehydrogenase/reductase (SDR family) member 13	1.4650618
TRIM68	null	TRIM68	tripartite motif-containing 68	1.4626979
LOC284702	null	LOC284702	-	1.4621174
CX3CL1	null	CX3CL1	chemokine (C-X3-C motif) ligand 1	1.4620891
HTATIP	null	HTATIP	HIV-1 Tat interacting protein, 60kDa	1.4606014
EHMT1	null	EHMT1	euchromatic histone-lysine N-methyltransferase 1	1.4602166
GALNT4	null	GALNT4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (GalNAc-T4)	1.4598922
LOC134147	null	null	null	1.4598192
PRKAR1B /// LOC64559	null	null	null	1.4592696
LOC441220	null	LOC441220	-	1.4585688
ACTR3B	null	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)	1.4583986
DSCAM	null	DSCAM	Down syndrome cell adhesion molecule	1.4581006
LOC389906	null	LOC389906	-	1.4572779
DET1	null	DET1	de-etiolated homolog 1 (Arabidopsis)	1.4569714
KIAA0515	null	KIAA0515	KIAA0515	1.4560981
RPL23	null	RPL23	ribosomal protein L23	1.4542072
EXOD1	null	EXOD1	exonuclease domain containing 1	1.4540675
PPP1R14B	null	PPP1R14B	protein phosphatase 1, regulatory (inhibitor) subunit 14B	1.4540156
ZNF385	null	ZNF385	zinc finger protein 385	1.4531255
HLF	null	HLF	hepatic leukemia factor	1.4525832
CA12	null	CA12	carbonic anhydrase XII	1.4518085
BRD3	null	BRD3	bromodomain containing 3	1.4517503
SIX5	null	SIX5	sine oculis homeobox homolog 5 (Drosophila)	1.451206
TOB1	null	TOB1	transducer of ERBB2, 1	1.4507792
LOC51315	null	null	null	1.4489982
KLHDC1	null	KLHDC1	kelch domain containing 1	1.4485676
TRAK2	null	TRAK2	trafficking protein, kinesin binding 2	1.4485117
ZNF695	null	ZNF695	zinc finger protein 695	1.4467918
C1ORF116 /// LOC6530	null	null	null	1.4466515
MKS1	null	MKS1	Meckel syndrome, type 1	1.4458839
B3GNT8	null	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	1.4455913
PRKCBP1	null	PRKCBP1	protein kinase C binding protein 1	1.4453176
NME3	null	NME3	non-metastatic cells 3, protein expressed in	1.4453079
CDCA5	null	CDCA5	cell division cycle associated 5	1.444506
RCP9	null	RCP9	-	1.4444408
MCM3APAS	null	MCM3APAS	MCM3 minichromosome maintenance deficient 3 (S. cerevisiae) associated protein antisense	1.4438343
LOC196394	null	LOC196394	-	1.4428976
CLTC	null	CLTC	clathrin, heavy chain (Hc)	1.4422464
LOC440993	null	LOC440993	-	1.4419637
CHN1	null	CHN1	chimerin (chimaerin) 1	1.4410074
MGC22014	null	MGC22014	-	1.4397911
ZNF665	null	ZNF665	zinc finger protein 665	1.4394935
ATG16L2	null	ATG16L2	ATG16 autophagy related 16-like 2 (S. cerevisiae)	1.4391418
HOXC4	null	HOXC4	homeobox C4	1.4390662
SLC35A1	null	SLC35A1	solute carrier family 35 (CMP-sialic acid transporter), member A1	1.4382032
CLUL1	null	CLUL1	clusterin-like 1 (retinal)	1.4367485
ATP7A /// LOC644732	null	null	null	1.4362142
LOC25845	null	LOC25845	-	1.4356898
C1ORF168	null	C1ORF168	chromosome 1 open reading frame 168	1.4353348
ZNF3	null	ZNF3	zinc finger protein 3	1.4336437
PPL	null	PPL	periplakin	1.4333684
PTPRK	null	PTPRK	protein tyrosine phosphatase, receptor type, K	1.4314092
LOC400506	null	LOC400506	-	1.4307779
DUS1L	null	DUS1L	dihydrouridine synthase 1-like (S. cerevisiae)	1.4307528
ZNF529	null	ZNF529	zinc finger protein 529	1.4306382
C20ORF149	null	C20ORF149	chromosome 20 open reading frame 149	1.429844
RAB14	null	RAB14	RAB14, member RAS oncogene family	1.4288387
C6ORF211	null	C6ORF211	chromosome 6 open reading frame 211	1.4278052
TST	null	TST	thiosulfate sulfurtransferase (rhodanese)	1.4265349
TBC1D4	null	TBC1D4	TBC1 domain family, member 4	1.4240702
LOC653256	null	LOC653256	-	1.4224595
MGC48628	null	MGC48628	-	1.4221147
KRT8	null	KRT8	keratin 8	1.4221137
ZNF302	null	ZNF302	zinc finger protein 302	1.4213746
TMEM16H	null	TMEM16H	transmembrane protein 16H	1.4210192
CARD15	null	CARD15	caspase recruitment domain family, member 15	1.4206388
ATF5	null	ATF5	activating transcription factor 5	1.4202074
EIF4E3	null	EIF4E3	eukaryotic translation initiation factor 4E member 3	1.4196414
OCEL1	null	OCEL1	occludin/ELL domain containing 1	1.4193186
FBXO21	null	FBXO21	F-box protein 21	1.4189962
TGM3	null	TGM3	transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)	1.4168541
DAAM1	null	DAAM1	dishevelled associated activator of morphogenesis 1	1.4151927
HOXD8	null	HOXD8	homeobox D8	1.4147074
HIRIP3	null	HIRIP3	HIRA interacting protein 3	1.4145589
TSNARE1	null	TSNARE1	t-SNARE domain containing 1	1.4141238
IL17RB	null	IL17RB	interleukin 17 receptor B	1.4140077
IVD	null	IVD	isovaleryl Coenzyme A dehydrogenase	1.4139385
RPL19	null	RPL19	ribosomal protein L19	1.4138744
CCDC97	null	CCDC97	coiled-coil domain containing 97	1.4129326
SLC35B1	null	SLC35B1	solute carrier family 35, member B1	1.4120182
ZNF331	null	ZNF331	zinc finger protein 331	1.4115313
CCDC11	null	CCDC11	coiled-coil domain containing 11	1.4114009
PITPNC1	null	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1	1.4112935
ZNF791	null	ZNF791	zinc finger protein 791	1.4110923
PUS1	null	PUS1	pseudouridylate synthase 1	1.4105741
